date,build_year,dong,jibun,floor,use_area,total_deposit
201501,1986,하왕십리동,890-401,3,39.7,15000
201501,2012,하왕십리동,890-114,4,13.97,8714
201501,1977,홍익동,125,3,85.36,17000
201501,2014,홍익동,367,2,27.45,19000
201501,2012,도선동,188,5,17.56,11714
201501,1996,도선동,332,1,50.76,18000
201501,2012,마장동,388-16,5,74.82,22000
201501,2013,마장동,339-11,4,12.09,11666
201501,1982,마장동,783-3,2,60.2,15000
201501,2013,마장동,469-6,4,23.28,15000
201501,2013,마장동,388-20,2,12.87,9000
201501,2013,마장동,801-11,4,12.02,9666
201501,2007,마장동,388-43,4,30.83,9000
201501,2012,마장동,388-45,4,14.72,10523
201501,2013,마장동,399-57,3,13.4,8714
201501,1984,마장동,793-23,2,66.4,18000
201501,2012,마장동,388-16,2,17.23,9500
201501,2013,마장동,778-12,3,17.82,11523
201501,2002,마장동,399-92,4,49.15,20000
201501,1982,마장동,784-2,3,50.02,15000
201501,2013,마장동,388-20,3,13.46,11047
201501,2012,마장동,388-45,2,15,8714
201501,2003,사근동,180-3,3,17.07,6000
201501,2015,사근동,176-8,3,20.51,9071
201501,2003,사근동,176-9,3,50.45,11095
201501,2004,사근동,188-6,2,22.68,8714
201501,2015,사근동,176-32,2,13.77,13428
201501,1986,사근동,176-23,1,15.13,6000
201501,2004,사근동,213-2,4,11.06,6500
201501,2015,사근동,176-32,4,13,10619
201501,2004,사근동,213-2,3,15.2,5500
201501,2015,사근동,176-32,2,10.96,11523
201501,2006,사근동,213-20,5,20.58,9500
201501,2015,사근동,176-32,4,28.46,13428
201501,1986,사근동,176-23,2,15.13,5000
201501,2004,사근동,213-2,2,77.41,6000
201501,2007,사근동,213-26,2,30.78,8119
201501,1986,사근동,176-23,2,11.27,5000
201501,2015,사근동,176-32,0,20,12523
201501,2003,사근동,176-9,2,50.45,10571
201501,1986,사근동,176-23,2,15.13,7500
201501,2004,사근동,213-2,4,11.06,5000
201501,2014,행당동,168-30,6,45.71,23500
201501,2014,행당동,296-14,5,19.05,16428
201501,2003,행당동,4-34,3,31.49,5000
201501,2014,행당동,296-14,2,22.41,13428
201501,2005,행당동,01-22,4,46.36,21285
201501,2014,행당동,302-27,5,19.8,12500
201501,2005,행당동,1-61,3,92.87,10714
201501,2014,행당동,168-2,4,31.025,12428
201501,2013,행당동,168-29,3,33.37,17000
201501,2013,행당동,70-18,0,17.75,11476
201501,2015,행당동,12-05,4,20.2,14428
201501,2013,행당동,168-29,4,33.37,17000
201501,2013,행당동,37-92,2,13.64,7000
201501,2013,행당동,70-18,4,24.23,12428
201501,2001,행당동,1-84,2,25.65,13380
201501,2013,행당동,70-18,4,13.93,11523
201501,2005,행당동,1-62,3,92.87,13523
201501,2013,행당동,37-92,2,14.08,11523
201501,2012,행당동,37-34,4,13.17,12809
201501,2003,행당동,1-55,3,18.56,12523
201501,2005,행당동,01-24,3,79.51,11523
201501,2013,행당동,37-31,2,15.54,13428
201501,2015,행당동,302-22,3,29.64,17619
201501,2003,행당동,19-78,3,64.5,15785
201501,2003,행당동,1-64,4,90.34,10523
201501,2014,행당동,302-27,3,29.01,17000
201501,2015,행당동,302-22,2,14.22,7000
201501,2013,행당동,37-31,3,15.54,14476
201501,2013,행당동,168-7,4,23.16,5000
201501,2002,행당동,01-23,0,24.38,12095
201501,2014,행당동,168-2,2,14.11,12428
201501,2005,행당동,1-62,2,18.83,11619
201501,2015,행당동,304-21,2,29.59,18000
201501,2003,행당동,135-9,2,49.84,18000
201501,2012,행당동,37-34,5,15.78,15333
201501,1993,행당동,128-206,0,22.14,7000
201501,2003,행당동,1-32,4,81.92,10761
201501,2003,행당동,1-32,1,18.27,11619
201501,2013,행당동,70-18,3,13.93,13428
201501,1994,행당동,122-18,2,58.68,23000
201501,1993,응봉동,265-152,2,38.16,10000
201501,1993,응봉동,265-32,3,46,9000
201501,1995,응봉동,265-160,2,29.74,6585
201501,1993,금호동2가,675,1,26.28,6000
201501,2008,금호동3가,Jan-95,4,61.11,17428
201501,2015,금호동3가,587,5,43.36,22000
201501,2015,금호동3가,587,4,34.76,17000
201501,2004,금호동3가,912,4,49.71,15000
201501,1986,금호동3가,564-2,2,48.47,11176
201501,2005,금호동3가,952,3,59.88,19523
201501,1993,금호동4가,1132,4,32.24,10523
201501,1986,금호동4가,1348,2,41.22,12428
201501,2010,금호동4가,187-1,2,77.67,20047
201501,1986,금호동4가,1348,2,41.22,8619
201501,1986,금호동4가,1078-1,2,47.64,15000
201501,1987,옥수동,466,2,189.1,50000
201501,1987,옥수동,466,1,164.08,47000
201501,2006,성수동1가,299-2,2,74.48,23000
201501,2006,성수동1가,190,2,44.28,15000
201501,2015,성수동1가,656-399,3,28.74,16238
201501,2006,성수동1가,190,3,44.28,17714
201501,2003,성수동1가,613-24,4,39.16,16000
201501,2006,성수동1가,301,4,59.73,18000
201501,2007,성수동1가,Feb-35,2,84.85,22000
201501,2007,성수동1가,14-67,4,47.04,16000
201501,2006,성수동1가,317,3,74.64,18000
201501,1982,성수동1가,685-185,3,58.58,16928
201501,2007,성수동1가,318,2,82.4,18000
201501,2015,성수동1가,656-399,4,14.76,9571
201501,2015,성수동1가,656-2002,4,29.615,17500
201501,2015,성수동1가,656-399,4,29.21,17000
201501,1981,성수동1가,656-1264,2,36,12000
201501,2015,성수동1가,656-2002,3,29.29,17238
201501,2001,성수동1가,685-251,2,39.61,12000
201501,2012,성수동1가,656-700,2,16.52,6904
201501,1978,성수동1가,685-260,2,81.22,20000
201501,2006,성수동1가,168,3,77.38,19904
201501,2015,성수동1가,656-2002,3,33.18,18000
201501,2015,성수동1가,656-2002,3,29.615,17500
201501,2015,성수동1가,656-399,2,28.74,16285
201501,2014,성수동2가,299-82,3,14.21,8666
201501,2002,성수동2가,19-25,5,75.25,23500
201501,2004,성수동2가,573-1,2,53.69,18000
201501,2007,성수동2가,647,3,63.34,20000
201501,2014,성수동2가,299-149,2,16.84,8500
201501,2012,성수동2가,321-52,5,18.43,9761
201501,2012,성수동2가,321-45,3,16.72,9452
201501,2012,성수동2가,315-44,4,14.387,9071
201501,1985,성수동2가,269-236,2,54,13523
201501,1978,성수동2가,336-2,3,43.97,7500
201501,1978,성수동2가,289-304,2,59.27,15000
201501,2014,성수동2가,299-82,2,14.04,6500
201501,1986,성수동2가,573-4,1,64.53,15500
201501,2005,성수동2가,756-1,5,56.58,20000
201501,2013,송정동,72-113,3,23.94,10619
201501,2011,송정동,67-22,2,12.01,6500
201501,1995,송정동,73-400,1,78.3,18000
201501,2001,송정동,66-167,3,58.43,16000
201501,2001,송정동,72-103,2,43.77,13000
201501,2006,송정동,Jun-98,4,43.6,11500
201501,2003,용답동,155-2,2,35.3,10619
201501,2003,용답동,155-3,5,37.26,10000
201501,2012,용답동,Mar-63,4,16.38,6000
201502,2012,홍익동,364,3,24.31,12966
201502,2012,홍익동,302-3,3,15.43,11476
201502,2012,홍익동,302-3,2,15.43,9000
201502,1986,도선동,322,2,39.81,13000
201502,2011,마장동,564-8,5,14.12,8809
201502,2013,마장동,399-57,2,13.4,9666
201502,2014,마장동,795-4,5,29.345,18523
201502,2012,마장동,388-45,5,29.95,10571
201502,2012,마장동,388-45,3,14.5,9619
201502,2013,마장동,778-12,5,21.19,14333
201502,2013,마장동,339-11,3,21.39,17428
201502,2013,마장동,339-11,2,16.12,11619
201502,2015,마장동,339-17,1,15.74,8000
201502,2013,마장동,778-12,2,13.64,10523
201502,2015,마장동,339-17,2,13.04,8000
201502,2013,마장동,801-11,2,12.83,11476
201502,2013,마장동,399-57,4,28.26,9071
201502,2011,마장동,564-8,3,13.75,7000
201502,2003,마장동,795-13,4,21.08,11523
201502,1997,마장동,399-72,1,55.11,16000
201502,1987,사근동,311-16,1,43.98,5857
201502,2015,사근동,176-32,3,10.96,11071
201502,2015,사근동,176-32,4,24.74,11523
201502,2003,사근동,180-3,5,15.33,8666
201502,2015,사근동,176-32,4,13.77,11523
201502,2015,사근동,176-32,0,18,11523
201502,2015,사근동,176-32,2,13.34,11523
201502,2004,사근동,213-2,4,11.06,7000
201502,2006,사근동,213-20,4,24.87,8000
201502,2003,사근동,291-22,4,46.105,14000
201502,1986,사근동,176-23,2,15.13,5000
201502,2013,행당동,37-31,3,14.75,11571
201502,2014,행당동,168-2,3,15.46,11571
201502,2006,행당동,1-54,2,14,9000
201502,2002,행당동,32-31,3,55.63,16952
201502,2013,행당동,70-18,3,12.05,10523
201502,2013,행당동,37-66,2,12.61,10523
201502,2003,행당동,1-32,3,35.95,10761
201502,2011,행당동,19-90,4,20.24,17428
201502,2013,행당동,37-66,4,41.21,10523
201502,2001,행당동,1-84,1,55.26,13190
201502,2003,행당동,19-79,4,46.2,16238
201502,2005,행당동,1-61,1,19.59,9714
201502,2013,행당동,37-92,3,13.12,11523
201502,2005,행당동,1-62,3,92.87,11619
201502,2013,행당동,37-92,2,17.63,11714
201502,2015,행당동,302-22,3,29.61,17000
201502,2013,행당동,168-7,5,29.69,17476
201502,1987,행당동,04-12,2,54.32,10571
201502,2003,행당동,4-34,4,12.22,7500
201502,2003,행당동,19-78,3,64.5,11476
201502,2015,행당동,304-21,4,29.59,18500
201502,1988,행당동,128-179,1,64.05,14000
201502,2015,행당동,304-21,2,35.99,19000
201502,1992,행당동,128-193,0,64.72,6857
201502,2003,행당동,19-78,0,15,10523
201502,1994,응봉동,265-46,1,45.15,8666
201502,1993,응봉동,265-139,3,35.52,6500
201502,1998,응봉동,265-126,3,50.41,12000
201502,2003,응봉동,193-119,3,51.01,17619
201502,1994,응봉동,193-12,1,70.2,22000
201502,1995,응봉동,265-160,1,44.14,5000
201502,2002,응봉동,193-160,3,75.81,18904
201502,1998,응봉동,265-312,3,32.34,8000
201502,1994,금호동1가,130-3,2,33.76,8000
201502,1996,금호동1가,131-4,3,41.58,13476
201502,2000,금호동1가,76,4,38.13,11952
201502,1993,금호동1가,64,3,30.58,7666
201502,1996,금호동1가,167-23,-1,39.12,7000
201502,1996,금호동1가,167-34,1,36.6,11523
201502,1995,금호동1가,61,-1,52.45,13500
201502,1992,금호동1가,132-22,3,44.52,12000
201502,2000,금호동1가,76,1,38.13,11500
201502,2008,금호동2가,656,3,68.4,26333
201502,1989,금호동2가,421-1,1,60.63,13000
201502,1997,금호동3가,842-51,3,56.79,17000
201502,1994,금호동3가,204,4,29.3,11000
201502,2015,금호동3가,587,5,43.91,23000
201502,2003,금호동3가,459,2,20.9,7809
201502,1986,금호동3가,62,1,48.15,11500
201502,2015,금호동3가,587,4,34.76,21000
201502,1997,금호동3가,859,2,48.3,16000
201502,2003,금호동4가,1150,2,67.96,13000
201502,2004,금호동4가,1457,6,89.67,11000
201502,1987,옥수동,466,3,99.34,40000
201502,1991,옥수동,218-15,2,34.65,12000
201502,2015,성수동1가,656-399,5,14.76,10023
201502,2001,성수동1가,685-251,3,40.02,12000
201502,2003,성수동1가,656-771,3,50.86,22000
201502,2015,성수동1가,656-2002,2,29.29,17500
201502,2007,성수동1가,427-1,4,46.3,16000
201502,2007,성수동1가,Feb-35,3,84.75,21428
201502,2015,성수동1가,656-399,4,28.74,17000
201502,2007,성수동1가,Feb-35,3,84.75,21523
201502,2008,성수동1가,13-124,3,60.22,21809
201502,2015,성수동1가,656-2002,4,29.29,17000
201502,2015,성수동1가,656-2002,5,29.615,17500
201502,2015,성수동1가,656-2002,2,29.615,17500
201502,2012,성수동1가,13-101,3,22.1,9666
201502,1993,성수동1가,Feb-98,3,34.48,10523
201502,2006,성수동1가,301,4,59.73,18000
201502,2003,성수동1가,685-1,2,28.64,11000
201502,2015,성수동1가,656-399,2,29.21,17000
201502,2006,성수동1가,330-1,4,42.89,12000
201502,2015,성수동1가,656-399,3,29.92,18000
201502,1978,성수동1가,685-260,1,81.22,18000
201502,1978,성수동1가,685-260,2,77.52,20000
201502,1983,성수동1가,Oct-72,1,59.76,17619
201502,2006,성수동1가,325,2,66.08,18000
201502,1983,성수동1가,656-1576,1,48.69,11476
201502,1983,성수동1가,Oct-72,3,59.76,11523
201502,2006,성수동1가,370-2,2,25.68,5000
201502,1987,성수동1가,656-329,1,67.35,20000
201502,2007,성수동1가,668-114,5,61.18,21500
201502,2006,성수동1가,261,4,24.86,9000
201502,2005,성수동2가,573-5,4,37.34,14000
201502,2012,성수동2가,289-244,0,16,8619
201502,2012,성수동2가,321-60,5,18.76,8714
201502,1984,성수동2가,299-246,2,56.14,14000
201502,2012,성수동2가,321-45,5,14.76,9952
201502,2005,성수동2가,573-5,3,37.91,15000
201502,1986,성수동2가,269-105,1,41.25,9000
201502,1985,성수동2가,269-236,2,54,15000
201502,1983,성수동2가,590-1,2,47.52,14428
201502,2012,성수동2가,321-45,2,15.18,9571
201502,1982,성수동2가,269-28,1,53.39,15000
201502,1994,성수동2가,299-247,4,57.79,10000
201502,2012,성수동2가,321-63,3,14.14,8619
201502,2011,성수동2가,299-51,0,11.635,7666
201502,2012,성수동2가,321-58,2,29.57,14380
201502,2013,성수동2가,321-8,3,16.22,9619
201502,2012,성수동2가,321-56,4,27.79,14333
201502,1989,성수동2가,268-5,1,57.6,15000
201502,1986,성수동2가,269-13,3,59.58,15000
201502,2012,성수동2가,321-92,5,29.9,13166
201502,2015,송정동,66-248,2,28.95,14000
201502,2015,송정동,66-248,2,30.05,13000
201502,2011,송정동,67-22,3,12.01,7809
201502,2015,송정동,66-248,3,30.05,13000
201502,1997,송정동,72-217,-1,31.5,5000
201502,1993,용답동,100-9,2,75.06,7000
201502,2008,용답동,167-13,5,60.14,15000
201503,2012,홍익동,302-3,5,13.05,9809
201503,2012,홍익동,302-3,5,15.54,9000
201503,2012,도선동,314,2,14.17,11000
201503,2004,도선동,181,4,61.89,20000
201503,1997,마장동,399-90,3,54.63,17000
201503,1997,마장동,399-72,0,52.92,11000
201503,2013,마장동,466-15,3,21.2,8119
201503,2011,마장동,564-8,2,13.52,8000
201503,1983,마장동,503-2,2,63.08,13000
201503,2012,마장동,388-16,2,75.91,10714
201503,1991,사근동,169,1,63.6,20500
201503,1990,사근동,190-13,0,50.3,12000
201503,1991,사근동,212-1,0,28.75,11000
201503,1991,사근동,212-1,3,34.74,11500
201503,2014,행당동,302-27,2,37.77,20000
201503,2003,행당동,128-33,2,47.16,17000
201503,1986,행당동,116-10,1,83.13,26000
201503,2014,행당동,302-27,4,34.29,20000
201503,2003,행당동,19-80,3,55.01,10523
201503,1997,행당동,121-4,1,45.42,14666
201503,2015,행당동,304-21,5,28.66,17500
201503,2015,행당동,302-22,3,27.26,17000
201503,2015,행당동,302-22,2,29.64,17619
201503,1993,행당동,117-25,1,66.33,9714
201503,2015,행당동,302-22,2,29.61,17000
201503,2015,행당동,302-22,3,24.34,17000
201503,2015,행당동,304-21,4,16.17,9619
201503,2015,행당동,304-21,4,36.65,19000
201503,2015,행당동,304-21,2,16.17,10523
201503,2015,행당동,304-21,5,16.17,9619
201503,2014,행당동,302-27,3,29.72,17000
201503,2015,행당동,302-22,5,29.96,17000
201503,2007,행당동,311-30,3,67.52,21000
201503,2003,응봉동,265-74,0,44.56,9000
201503,1993,응봉동,265-34,3,28.98,5000
201503,1996,응봉동,193-83,4,78.99,20571
201503,1996,응봉동,265-117,3,32.84,6000
201503,1995,응봉동,265-148,3,43.03,7500
201503,1995,응봉동,265-148,3,43.03,7000
201503,2002,응봉동,264-82,1,59.73,14000
201503,1993,응봉동,265-91,3,28.04,5000
201503,1998,금호동1가,167-15,3,33.24,10500
201503,1994,금호동1가,167-5,1,56.23,14380
201503,1998,금호동1가,167-69,2,57.44,14333
201503,1994,금호동1가,Jan-74,1,27.37,10000
201503,1999,금호동1가,15-4,2,59.66,18000
201503,2002,금호동2가,501-32,4,39.36,10000
201503,2002,금호동2가,501-11,2,55.74,17000
201503,1995,금호동2가,421-18,4,35.11,13000
201503,1998,금호동2가,508-2,4,63.49,15500
201503,2015,금호동3가,587,4,43.91,13500
201503,2003,금호동3가,199-1,3,40.04,20000
201503,1997,금호동3가,852,4,32,9904
201503,2015,금호동3가,587,3,43.91,19523
201503,1986,금호동3가,578,2,37.11,10000
201503,2008,금호동3가,1190-1,2,60.02,15000
201503,1995,금호동3가,54,0,53.58,10500
201503,1994,금호동3가,204,3,31.8,10000
201503,1996,금호동4가,1093-1,1,71.25,18000
201503,1996,금호동4가,1093-1,-1,33.75,8000
201503,1996,금호동4가,1212,1,33.23,5000
201503,1988,금호동4가,1033,0,42.51,10000
201503,2013,옥수동,226-13,1,12.61,7000
201503,2015,성수동1가,656-399,2,29.92,18000
201503,2003,성수동1가,685-1,4,28.5,14333
201503,1992,성수동1가,656-330,2,51.15,18500
201503,1983,성수동1가,656-1576,0,48.69,12000
201503,2001,성수동1가,685-251,2,41.47,10500
201503,1990,성수동1가,656-319,2,36.42,14333
201503,2013,성수동1가,656-28,5,29.72,17500
201503,2007,성수동1가,336,1,46.95,11000
201503,1980,성수동1가,656-1267,1,49.12,13523
201503,1978,성수동1가,374-1,1,60.93,17000
201503,2004,성수동1가,670-135,5,46.37,13500
201503,1986,성수동1가,685-252,1,54.36,14000
201503,2015,성수동1가,656-2002,5,29.74,17500
201503,1992,성수동1가,656-1824,4,54.59,20000
201503,1990,성수동1가,656-1804,1,36.66,14000
201503,2006,성수동1가,331,5,35.89,12000
201503,2003,성수동1가,685-314,4,38.16,12000
201503,2015,성수동1가,656-399,4,29.92,17000
201503,1978,성수동1가,22-13,1,53.12,18000
201503,2006,성수동1가,332,5,21.27,10523
201503,1992,성수동1가,656-1825,1,54.28,20000
201503,2007,성수동1가,318,5,53.8,20000
201503,2007,성수동1가,336,2,102.03,19000
201503,2006,성수동1가,370-2,4,50.58,12523
201503,2006,성수동1가,357,3,43.32,15000
201503,2015,성수동1가,656-399,5,29.92,17000
201503,2006,성수동1가,276-20,3,51.59,16000
201503,2015,성수동1가,656-399,5,28.74,17000
201503,1990,성수동1가,668-2,2,68.5,25000
201503,2012,성수동1가,656-1106,2,13.95,8619
201503,1987,성수동1가,656-329,1,67.35,15000
201503,1978,성수동2가,336-2,2,42.25,9000
201503,2003,성수동2가,216-20,5,66.58,23000
201503,2007,성수동2가,579,3,19.135,7000
201503,2012,성수동2가,289-244,3,18,9619
201503,1978,성수동2가,336-2,3,49.82,7000
201503,1984,성수동2가,299-246,3,56.14,25000
201503,2002,성수동2가,19-26,5,74.43,25000
201503,2014,성수동2가,299-149,2,17.2,8000
201503,2003,성수동2가,608,2,51.99,13000
201503,1994,성수동2가,564-7,-1,32.28,5500
201503,2012,성수동2가,321-45,5,14.76,8142
201503,2013,성수동2가,321-8,5,15.74,10523
201503,1982,성수동2가,301-24,1,44.03,14761
201503,2003,성수동2가,659,4,80.58,25000
201503,2014,성수동2가,299-149,3,18.75,9000
201503,2005,성수동2가,756-1,4,56.58,20000
201503,2012,성수동2가,321-63,2,29.47,12523
201503,1994,성수동2가,564-7,2,44.26,13000
201503,2012,성수동2가,321-56,2,16.43,9571
201503,1993,성수동2가,333-126,2,38.34,13000
201503,1985,성수동2가,269-236,3,54,16000
201503,2007,성수동2가,591-10,4,38.28,14238
201503,2003,성수동2가,659,3,76.14,18000
201503,2003,성수동2가,216-24,5,33,11000
201503,1978,성수동2가,336-2,3,42.91,6000
201503,1978,성수동2가,336-2,5,62.45,6500
201503,2012,성수동2가,321-52,2,26.34,13142
201503,1991,송정동,Mar-92,3,58.95,14523
201503,2013,송정동,72-113,2,24.57,10523
201503,1995,송정동,73-400,1,66.58,16000
201503,2011,송정동,67-22,4,12.01,6000
201503,2008,송정동,72-26,2,85.77,23000
201503,1992,용답동,141-1,0,67.35,12000
201503,2003,용답동,Aug-80,4,75.44,18000
201503,2003,용답동,114-1,5,53.69,15214
201503,2003,용답동,Aug-80,4,75.44,18000
201504,1999,하왕십리동,890-97,3,51.92,18000
201504,1977,홍익동,125,5,68.96,9000
201504,1997,홍익동,346,4,55.32,19000
201504,2004,도선동,181,5,60.28,17000
201504,1984,마장동,793-23,2,66.4,20000
201504,2007,마장동,388-43,4,30.83,9000
201504,2003,마장동,460-24,2,48.64,16904
201504,1984,마장동,793-23,1,66.4,19000
201504,2015,마장동,767-13,6,48.19,25000
201504,2007,마장동,388-43,2,17.07,8000
201504,2015,마장동,339-17,1,16.28,8000
201504,2007,마장동,388-43,3,17.07,9500
201504,2015,마장동,767-13,6,48.19,25000
201504,2013,마장동,339-11,3,13.06,10666
201504,1982,마장동,783-4,2,56.93,12523
201504,1986,사근동,176-23,1,11.27,5000
201504,2004,사근동,213-2,2,70.68,5000
201504,1993,사근동,309-69,0,32.83,8000
201504,2004,사근동,188-6,5,39.03,10523
201504,1981,사근동,291-32,1,47.9,10000
201504,1986,행당동,312-7,1,19.44,7738
201504,1997,행당동,121-4,-1,45.42,10000
201504,2007,행당동,311-12,4,64.31,25000
201504,2015,행당동,304-21,2,35.99,19000
201504,2014,행당동,168-2,4,31.025,12428
201504,2014,행당동,168-2,4,30.455,20000
201504,2003,행당동,1-32,2,18.27,9000
201504,1990,행당동,128-404,1,45.63,10476
201504,2014,행당동,302-27,2,29.72,17000
201504,1994,행당동,306-24,2,46.36,17000
201504,1987,행당동,04-12,0,54.32,19333
201504,2015,행당동,302-22,4,37.42,22857
201504,2015,행당동,302-22,2,24.34,17000
201504,2007,행당동,297-55,4,60.49,19000
201504,2002,행당동,297-7,2,36.56,15428
201504,1992,행당동,117-18,0,26.5,5261
201504,2003,행당동,19-79,2,30.74,13952
201504,2001,응봉동,264-87,4,59.79,13500
201504,1994,응봉동,265-140,3,42.92,8619
201504,1994,응봉동,265-121,0,25.19,8119
201504,1993,응봉동,265-92,1,44.28,10000
201504,1998,응봉동,265-109,2,59.84,15000
201504,1996,응봉동,193-83,3,54.27,15952
201504,1995,응봉동,265-141,4,54,11000
201504,1999,응봉동,193-134,2,53.85,13000
201504,1993,응봉동,265-30,2,27.03,6000
201504,2001,응봉동,264-91,3,59.58,13000
201504,1996,금호동1가,30,4,41.1,14857
201504,1995,금호동1가,80,-1,30,5500
201504,1992,금호동1가,125-1,6,35,10714
201504,1996,금호동1가,141,2,43.15,12000
201504,1998,금호동1가,1815-5,1,29.4,8000
201504,1994,금호동1가,Jan-74,3,44.65,15000
201504,1993,금호동2가,686,1,23.34,5761
201504,2003,금호동2가,501-36,2,65.07,21000
201504,2004,금호동2가,501-123,3,58.44,14500
201504,1998,금호동3가,873,-1,27.06,6000
201504,2004,금호동3가,1265-23,2,59.96,21238
201504,1998,금호동3가,847,3,59.9,17619
201504,1994,금호동3가,1186,2,40.47,10666
201504,2000,금호동3가,1344-99,0,56.75,10000
201504,1996,금호동3가,981,3,42.54,13000
201504,2002,금호동3가,1344-39,4,37.7,11666
201504,1990,금호동3가,64,-1,50.22,14000
201504,2001,금호동3가,1197,1,56.91,13000
201504,2003,금호동3가,1213,3,62.74,19666
201504,2004,금호동3가,914,4,46.84,11714
201504,2006,금호동3가,120,0,63.63,26000
201504,2006,금호동3가,120,4,63.63,26000
201504,1992,금호동3가,183,1,49.32,12500
201504,1990,금호동4가,1223,4,56.91,16000
201504,1986,금호동4가,1348,2,41.22,12476
201504,1998,금호동4가,1380,3,45.69,17000
201504,1992,금호동4가,1418-6,2,34.86,11809
201504,1996,옥수동,335-14,5,106.02,22000
201504,1987,옥수동,466,1,164.08,35000
201504,2013,성수동1가,656-1252,5,14.02,11523
201504,2003,성수동1가,613-24,3,49.64,20000
201504,1983,성수동1가,Oct-72,3,59.76,13000
201504,1982,성수동1가,656-11,3,47.97,17000
201504,1978,성수동1가,685-260,1,81.22,21000
201504,2006,성수동1가,244-4,2,28.64,8714
201504,2006,성수동1가,Feb-45,2,44.88,16000
201504,1990,성수동1가,668-2,2,68.5,19000
201504,2006,성수동1가,410-8,2,19.14,5500
201504,2003,성수동1가,Jun-33,2,75.6,17000
201504,2011,성수동1가,656-972,3,14.28,8238
201504,2015,성수동1가,656-2002,5,22.66,11000
201504,2012,성수동1가,656-1106,4,13.95,8714
201504,1979,성수동1가,656-243,2,63.74,12000
201504,2015,성수동1가,656-399,3,14.76,10523
201504,2012,성수동1가,07-22,3,28.58,16000
201504,2007,성수동1가,14-67,5,47.04,16500
201504,2003,성수동1가,16-46,5,92.71,20000
201504,1978,성수동1가,656-372,0,62.31,13714
201504,2007,성수동1가,Feb-35,3,84.21,22500
201504,1983,성수동2가,265-4,1,56.88,16000
201504,2012,성수동2가,321-63,5,29.47,12976
201504,1978,성수동2가,336-2,3,43.97,6500
201504,2012,성수동2가,321-64,2,29.04,13428
201504,2004,성수동2가,19-20,4,71.55,13380
201504,2007,성수동2가,647,5,36.68,13000
201504,2003,성수동2가,659,5,69.4,21000
201504,1983,성수동2가,590-1,1,47.52,15000
201504,1994,성수동2가,299-56,4,57.79,17500
201504,1992,성수동2가,634-1,3,36.73,10000
201504,2012,성수동2가,321-64,2,18.15,8238
201504,2006,성수동2가,571-26,3,48.63,13000
201504,1996,성수동2가,700-2,1,37.44,10500
201504,2003,성수동2가,659,4,71.7,25000
201504,2004,성수동2가,19-20,4,71.55,14333
201504,1978,성수동2가,336-2,4,40.66,6000
201504,2004,성수동2가,573-1,0,53.69,21619
201504,2002,송정동,66-28,5,64.32,17000
201504,2003,송정동,Mar-96,3,67.55,18000
201504,2006,송정동,Jun-98,3,43.6,11500
201504,2008,송정동,72-26,5,85.55,23000
201504,1997,송정동,72-217,1,33.15,6000
201504,2008,송정동,72-26,3,85.24,24000
201504,2003,용답동,114-1,2,72.83,18000
201504,2003,용답동,155-3,4,39.24,12000
201505,1986,하왕십리동,890-96,2,41.46,12000
201505,2013,하왕십리동,966-16,5,12.87,7000
201505,2011,도선동,329-12,4,12.09,8000
201505,2012,마장동,388-45,3,14.72,7000
201505,1984,마장동,769-3,3,61.64,19000
201505,2007,마장동,388-43,4,30.83,10785
201505,2011,마장동,564-8,5,13.75,9571
201505,1985,마장동,767-56,2,73.71,17000
201505,2013,마장동,399-57,3,13.4,7500
201505,1982,마장동,784-1,2,52.83,19000
201505,2011,마장동,564-8,5,13.5,8000
201505,1990,사근동,190-8,0,45.54,18428
201505,1990,사근동,190-8,0,45.09,13523
201505,1990,사근동,190-8,0,45.09,13523
201505,2003,사근동,180-3,5,12.81,8261
201505,1982,사근동,291-7,3,55.21,12000
201505,1990,행당동,128-1216,1,70.38,9000
201505,2014,행당동,302-27,5,27.37,17000
201505,1994,행당동,117-20,2,51.48,17500
201505,2014,행당동,296-14,2,22,12000
201505,1999,행당동,313-2,1,74.47,20000
201505,2002,행당동,32-31,3,55.63,18000
201505,2003,행당동,128-33,4,83.88,12000
201505,2015,행당동,302-22,5,29.33,27000
201505,1973,행당동,19-3,2,43.67,8214
201505,2002,행당동,01-23,4,19.94,8714
201505,2003,행당동,1-32,1,21.42,11619
201505,2011,행당동,317-132,5,82.8,10000
201505,1992,행당동,122-20,-1,37.26,7000
201505,2002,행당동,01-23,2,22.73,10714
201505,2008,행당동,309-18,2,56.73,19500
201505,1992,응봉동,265-67,1,59.94,13761
201505,2003,응봉동,193-119,4,51.01,17000
201505,1998,응봉동,265-109,4,59.84,15000
201505,1996,응봉동,193-83,1,56.58,14000
201505,1996,응봉동,265-163,0,52.65,9500
201505,1993,응봉동,265-66,0,59.34,11000
201505,1996,응봉동,265-117,0,32.04,5300
201505,2000,응봉동,277-1,3,59.64,15000
201505,1996,응봉동,265-309,3,26.02,4800
201505,1993,응봉동,193-189,2,30.44,8000
201505,1996,금호동1가,159,1,55.35,18000
201505,1993,금호동1가,167-62,2,36.53,10500
201505,1994,금호동1가,72,1,34.41,6809
201505,1999,금호동1가,41,4,40.07,10714
201505,1995,금호동2가,421-18,4,35.67,11523
201505,1992,금호동2가,501-10,3,55.08,13428
201505,1994,금호동3가,1198,-1,36.63,8714
