date,build_year,dong,jibun,floor,use_area,total_deposit
202003,1996,금호동4가,1212,2,23.18,6000
202003,2004,금호동4가,1457,3,56.61,24000
202003,1997,금호동4가,667,-1,47.6,15000
202003,2001,금호동4가,1220-1,4,45.43,20500
202003,1987,금호동4가,1421-1,2,41.55,15000
202003,2013,옥수동,226-13,2,12.54,7500
202003,1993,옥수동,296-4,2,54.23,25000
202003,2017,성수동1가,656-1040,3,28.44,24900
202003,1978,성수동1가,656-372,1,62.31,24000
202003,2017,성수동1가,656-314,4,28.28,25000
202003,2003,성수동1가,Jun-33,2,75.6,35000
202003,2017,성수동1가,656-1040,3,26.42,24500
202003,1979,성수동1가,656-1583,1,98.18,25000
202003,2016,성수동1가,656-572,5,29.17,25200
202003,2012,성수동1가,13-140,2,29.16,18500
202003,2018,성수동1가,656-1170,3,23.1,17800
202003,2015,성수동1가,33-78,3,27.04,24000
202003,2006,성수동1가,332,4,42.16,17000
202003,1989,성수동1가,656-322,3,58.23,34268
202003,2006,성수동1가,276-20,5,31.02,13000
202003,1978,성수동1가,374-1,1,60.5,20560
202003,1990,성수동1가,656-944,1,52.06,27414
202003,1996,성수동1가,463-10,2,62.04,22000
202003,2012,성수동1가,656-373,3,12,7000
202003,2012,성수동1가,656-1106,2,16.49,14170
202003,2015,성수동1가,33-70,2,33.28,29585
202003,1987,성수동1가,656-329,2,67.35,25000
202003,1987,성수동1가,656-329,3,67.35,35000
202003,2012,성수동2가,315-44,2,13.997,7926
202003,1983,성수동2가,269-207,2,52.01,21634
202003,1994,성수동2가,564-7,1,42.09,15170
202003,1986,성수동2가,299-165,1,42.82,16000
202003,2013,성수동2가,321-8,4,16.22,13707
202003,2014,성수동2가,299-149,5,13.4,11500
202003,1978,성수동2가,289-304,2,59.27,18500
202003,2018,성수동2가,299-85,5,29.23,24500
202003,2016,성수동2가,299-175,5,29.97,22000
202003,2016,성수동2가,299-158,5,29.13,24634
202003,2007,성수동2가,647,2,49.44,18742
202003,1978,성수동2가,289-304,2,59.27,22000
202003,2000,성수동2가,416-7,2,57.69,17000
202003,2014,성수동2가,299-149,2,18.75,10500
202003,2002,성수동2가,289-73,4,52.86,26500
202003,1978,성수동2가,336-2,5,64.13,18000
202003,2018,성수동2가,299-85,5,29.2,24000
202003,2013,성수동2가,321-8,2,16,13707
202003,2012,성수동2가,321-58,5,29.94,17000
202003,2008,성수동2가,301-84,4,85,35000
202003,2004,성수동2가,19-20,4,71.55,21487
202003,2018,성수동2가,299-85,4,29.2,24200
202003,2004,성수동2가,764-1,4,103.6,35500
202003,1985,성수동2가,269-236,2,54,23000
202003,1985,성수동2가,269-236,3,54,20000
202003,2017,성수동2가,255-4,5,27.16,23000
202003,2019,성수동2가,299-242,7,26.05,33000
202003,1977,성수동2가,302-15,2,62.48,20224
202003,1987,송정동,72-34,2,45.75,19560
202003,1987,송정동,72-34,3,45.75,20024
202003,2019,송정동,73-866,3,45.64,28000
202003,2017,송정동,73-752,2,29.8,19000
202003,2006,송정동,Jun-98,5,84.15,18000
202003,2011,송정동,67-22,3,12.01,7500
202003,2016,용답동,Dec-42,4,46.5,25000
202003,2016,용답동,Dec-42,4,46.5,25000
202003,1986,용답동,57-21,1,37.88,12000
202003,2020,용답동,228-8,10,23.65,26000
202003,2020,용답동,228-8,10,23.65,26000
202003,2020,용답동,228-8,13,23.77,26000
202003,2012,용답동,Mar-63,3,15.44,7000
202003,2020,용답동,228-8,12,23.65,25500
202003,2020,용답동,228-8,12,23.65,25500
202004,1986,하왕십리동,974-16,1,49.84,19097
202004,2015,홍익동,368,5,15.22,17097
202004,1977,홍익동,125,3,68.96,24951
202004,2011,홍익동,305-2,4,13.05,12000
202004,2011,도선동,329-1,3,12.46,12500
202004,2012,도선동,188,3,17.56,11000
202004,2011,도선동,329-1,4,12.6,12000
202004,2018,도선동,185-36,3,28.66,23000
202004,2014,마장동,564-11,2,28.2,23000
202004,2014,마장동,564-11,3,28.2,23170
202004,2016,마장동,566-31,3,26.64,22500
202004,2016,마장동,564-15,4,29.64,25487
202004,2012,마장동,816-49,2,13.1,8000
202004,2012,마장동,816-49,2,13.1,8000
202004,2018,마장동,775-4,8,27.31,28000
202004,2018,마장동,775-4,7,27.31,28000
202004,2013,마장동,800-1,4,22.93,11500
202004,2018,마장동,775-4,6,27.31,27300
202004,2016,마장동,566-31,5,29.46,24000
202004,1982,마장동,783-4,1,56.93,21707
202004,2016,마장동,566-31,3,26.64,23100
202004,2016,마장동,566-31,3,26.64,23100
202004,2018,마장동,775-2,7,27.92,26000
202004,2018,마장동,775-4,7,27.31,27560
202004,1993,사근동,190-63,1,47.16,19000
202004,2019,사근동,230-1,5,28.21,22000
202004,2002,행당동,03-04,2,47.67,18560
202004,2019,행당동,302-1,4,35.2,31951
202004,2019,행당동,302-1,2,46.84,30000
202004,1994,행당동,306-24,2,46.36,22000
202004,2003,행당동,1-55,1,21.25,12600
202004,2011,행당동,19-90,3,29.77,12500
202004,2016,행당동,296-24,3,29.89,13000
202004,2015,행당동,304-21,2,35.99,22000
202004,2019,행당동,302-1,5,40.17,50000
202004,2018,행당동,286-25,8,14.058,16000
202004,2018,행당동,286-25,9,14.042,16000
202004,2019,행당동,302-1,5,54.82,31000
202004,2002,응봉동,264-93,2,59.74,26000
202004,2002,응봉동,264-93,2,59.74,26000
202004,1995,응봉동,265-61,-1,38.32,8000
202004,1993,응봉동,265-35,-1,32.91,5000
202004,1995,응봉동,265-148,2,28.99,5000
202004,1996,응봉동,265-309,2,26.02,7000
202004,1995,응봉동,265-47,1,35.52,10000
202004,1993,응봉동,265-152,1,38.16,12000
202004,1992,금호동1가,132-5,1,26.86,12707
202004,1992,금호동1가,132-22,1,34.74,13000
202004,1999,금호동1가,1-169,1,35.58,12780
202004,1992,금호동1가,132-23,1,59.55,22487
202004,1992,금호동1가,132-23,1,59.55,22487
202004,1996,금호동1가,141,4,49.38,17000
202004,1996,금호동1가,167-30,1,58.48,4667
202004,1996,금호동1가,167-30,1,58.48,20707
202004,1996,금호동1가,130,-1,59.91,5000
202004,1996,금호동1가,130,-1,59.91,15000
202004,2008,금호동2가,656,3,68.4,30487
202004,1995,금호동2가,421-18,4,35.67,16634
202004,2012,금호동2가,500,3,61.29,24600
202004,2002,금호동2가,501-11,4,83.7,24000
202004,2003,금호동2가,421-32,3,60.36,12317
202004,2003,금호동3가,199-1,1,40.04,15000
202004,2003,금호동3가,199-1,1,40.04,15000
202004,2016,금호동3가,1115,2,51.96,29000
202004,2006,금호동3가,1229-1,2,45.44,20000
202004,2001,금호동3가,576,1,57.9,23500
202004,2006,금호동3가,203,4,52.17,20000
202004,2006,금호동4가,584,2,66,30000
202004,1996,금호동4가,1093-1,-1,53.49,17000
202004,2004,금호동4가,1457,4,71.9,30000
202004,2018,금호동4가,1490,4,19.06,21487
202004,1993,옥수동,460-1,2,136.29,43000
202004,1993,옥수동,460-5,1,141.34,70317
202004,1987,옥수동,466,3,99.34,50000
202004,1987,옥수동,466,3,99.34,50000
202004,2001,옥수동,225-7,3,78.16,30000
202004,2006,성수동1가,276-20,2,49.97,20000
202004,1978,성수동1가,685-260,1,81.22,25000
202004,1980,성수동1가,656-1267,1,52.03,13000
202004,2007,성수동1가,336,2,102.03,19000
202004,1978,성수동1가,374-1,2,60.93,20000
202004,2015,성수동1가,656-399,4,14.76,14463
202004,2016,성수동1가,656-572,6,29.99,24000
202004,2013,성수동1가,656-28,5,29.72,20000
202004,2006,성수동1가,47,4,22.92,11926
202004,1980,성수동1가,656-1267,1,49.12,11926
202004,2012,성수동1가,656-373,6,12,7000
202004,1990,성수동1가,668-2,3,68.5,34634
202004,2013,성수동1가,656-28,2,39.28,24100
202004,2017,성수동1가,656-314,6,28.28,25700
202004,2007,성수동1가,668-114,4,77.16,37000
202004,1997,성수동1가,449-1,4,38.48,13000
202004,2006,성수동1가,276-20,4,49.97,17000
202004,2012,성수동1가,656-1204,4,28.96,19634
202004,2008,성수동1가,13-124,2,60.26,30000
202004,1991,성수동1가,463-9,1,34.05,12000
202004,2016,성수동1가,656-572,6,29.17,23500
202004,2003,성수동1가,16-46,5,92.71,27000
202004,2016,성수동2가,289-198,5,27.21,23000
202004,2002,성수동2가,333-25,4,39.03,14000
202004,2012,성수동2가,315-44,2,14.799,13707
202004,2012,성수동2가,321-56,3,17.58,14170
202004,1978,성수동2가,289-304,1,59.27,22000
202004,2013,성수동2가,321-8,2,16.22,13707
202004,2002,성수동2가,602,2,22.83,10780
202004,1978,성수동2가,336-2,5,53.05,12000
202004,2012,성수동2가,321-58,3,29.94,17000
202004,1978,성수동2가,336-2,5,53.05,12000
202004,1986,성수동2가,269-13,2,59.58,19634
202004,2003,성수동2가,593,3,51.27,18000
202004,2005,성수동2가,573-5,4,37.34,20000
202004,2018,성수동2가,299-85,4,29.23,23000
202004,1991,성수동2가,232-3,1,62.14,20000
202004,2002,성수동2가,289-79,3,60.39,19000
202004,2011,성수동2가,299-51,3,29.41,15170
202004,1986,성수동2가,269-247,2,58.99,16500
202004,1978,성수동2가,336-2,2,62.28,15000
202004,2016,성수동2가,299-29,5,29.975,23000
202004,2014,성수동2가,299-149,2,16.84,9975
202004,1983,성수동2가,590-1,2,49.68,18000
202004,2014,성수동2가,299-82,5,14.85,9000
202004,2001,성수동2가,301-85,5,70.4,33000
202004,2017,성수동2가,299-168,4,29.7605,23000
202004,2002,성수동2가,692-1,2,56.31,30000
202004,2017,성수동2가,299-168,4,29.7605,23000
202004,2016,성수동2가,299-177,4,28.42,22500
202004,2016,성수동2가,289-167,5,24.6,23800
202004,2016,성수동2가,299-174,5,29.79,24150
202004,2013,송정동,67-30,3,14.65,12280
202004,2015,송정동,73-964,6,53.97,30000
202004,2020,용답동,228-8,12,23.77,25800
202004,2020,용답동,228-8,12,23.77,25800
202004,2013,용답동,07-04,5,28.15,21097
202004,2003,용답동,Aug-80,4,75.44,28000
202004,2012,용답동,Mar-63,4,14.35,7000
202005,2017,하왕십리동,890-181,2,26.86,23560
202005,1991,하왕십리동,976-7,1,64.17,25000
202005,2017,홍익동,295,6,26.8,24000
202005,2014,홍익동,367,4,28.49,22000
202005,2011,홍익동,305-2,5,13.05,13500
202005,2013,마장동,801-11,4,12.02,12000
202005,2007,마장동,388-43,4,76.95,13000
202005,2013,마장동,339-11,2,21.39,22560
202005,2016,마장동,399-54,4,17.6,13000
202005,1984,마장동,335-2,2,77.07,20000
202005,2018,마장동,775-4,7,28.81,28000
202005,1985,마장동,767-56,3,73.71,25000
202005,2018,마장동,775-2,6,27.92,26000
202005,2016,마장동,796-1,4,29.98,25000
202005,2019,사근동,230-1,3,26.9,20000
202005,2019,사근동,230-1,5,28.92,20500
202005,2018,행당동,293-8,10,29.19,31000
202005,2019,행당동,302-1,4,37.29,30000
202005,2014,행당동,302-27,4,34.29,23000
202005,2007,행당동,311-30,1,66.62,30000
202005,2014,행당동,302-27,4,34.29,23000
202005,2016,행당동,304,4,29.86,26000
202005,2014,행당동,296-14,2,22.41,14000
202005,2007,행당동,311-12,2,78.72,36000
202005,1995,응봉동,265-148,-1,32.8,9000
202005,1995,응봉동,265-14,3,46.25,8000
202005,2003,응봉동,193-234,5,66.09,30000
202005,1996,응봉동,193-98,2,54.97,21000
202005,1994,금호동1가,Oct-69,3,28.04,8000
202005,1999,금호동1가,1-166,3,46.89,14000
202005,1989,금호동2가,421-1,1,58.17,17500
202005,1993,금호동2가,675,1,21.45,5000
202005,2002,금호동2가,501-32,3,62.39,15000
202005,2003,금호동2가,421-30,4,66.72,28000
202005,1993,금호동3가,122,3,52.99,15000
202005,1999,금호동3가,1265-16,2,35.33,25000
202005,1997,금호동3가,625-1,2,60.95,18000
202005,2015,금호동3가,626-1,3,39.66,18000
202005,1992,금호동3가,1168-9,2,45.26,17000
202005,1995,금호동3가,48,2,43.5,15500
202005,2019,금호동3가,131-1,3,26.4,15000
202005,2006,금호동3가,200,4,44.9,17000
202005,1994,금호동3가,204,1,39.6,20000
202005,2003,금호동3가,781-3,4,44.19,23000
202005,2004,금호동4가,1457,3,56.54,20000
202005,1987,옥수동,466,3,99.34,56829
202005,1987,옥수동,466,3,99.34,50000
202005,2006,성수동1가,433,5,43.26,11000
202005,1980,성수동1가,656-1267,1,49.12,17097
202005,2007,성수동1가,468-4,2,38.3,16000
202005,2008,성수동1가,13-124,3,60.22,30000
202005,2006,성수동1가,461,5,50.84,18000
202005,2007,성수동1가,668-114,4,77.16,37000
202005,1979,성수동1가,656-243,2,73.42,20000
202005,2016,성수동1가,656-572,4,29.99,22000
202005,2011,성수동1가,656-972,5,14.28,12707
202005,2006,성수동1가,330-1,3,19.06,5000
202005,1990,성수동1가,668-2,1,68.5,28350
202005,2006,성수동1가,276-20,4,51.59,18000
202005,2011,성수동1가,13-142,4,39.955,22000
202005,2003,성수동1가,16-43,3,74.76,42000
202005,2017,성수동1가,656-1041,5,28.4,24670
202005,1980,성수동1가,656-1267,2,49.12,20560
202005,2006,성수동1가,461,2,63.88,24000
202005,2006,성수동1가,47,2,17.97,8202
202005,2017,성수동1가,656-1080,2,28.425,25000
202005,2013,성수동1가,656-1252,6,15.62,18560
202005,2015,성수동1가,656-2002,2,33.18,23000
202005,2007,성수동1가,14-67,3,47.04,22500
202005,2006,성수동1가,331,2,84.57,19000
202005,2012,성수동1가,13-101,4,18.05,14000
202005,1991,성수동1가,463-11,2,30.62,9450
202005,2003,성수동1가,685-1,3,28.64,15000
202005,1992,성수동1가,656-1824,4,51.64,26414
202005,1992,성수동1가,656-1824,4,51.64,26414
202005,1997,성수동1가,449-1,2,44.98,21707
202005,1987,성수동1가,656-329,1,67.35,37000
202005,2018,성수동2가,299-85,3,29.23,22500
202005,1978,성수동2가,336-2,2,62.28,9000
202005,2018,성수동2가,299-85,6,29.2,24000
202005,2012,성수동2가,321-92,2,29.9,18097
202005,2016,성수동2가,289-203,3,22.84,19500
202005,2012,성수동2가,289-149,4,15.63,15134
202005,1985,성수동2가,269-236,1,54,20000
202005,2016,성수동2가,289-167,3,16.93,11550
202005,1982,성수동2가,269-28,1,53.39,15750
202005,2017,성수동2가,289-146,3,28.18,22000
202005,2018,성수동2가,299-85,5,29.88,23500
202005,1982,성수동2가,269-28,1,53.39,18500
202005,2018,성수동2가,299-85,4,29.88,23500
202005,2017,성수동2가,289-146,6,26.15,23700
202005,1984,성수동2가,375,2,61.61,15000
202005,2016,성수동2가,299-177,6,29.24,23000
202005,2016,성수동2가,299-175,3,29.97,23500
202005,2017,성수동2가,289-146,5,28.18,24634
202005,2016,성수동2가,289-203,6,22.84,21500
202005,2016,성수동2가,289-167,6,24.6,23100
202005,2017,성수동2가,289-146,4,27.85,22000
202005,2018,성수동2가,299-85,6,29.23,23500
202005,1989,성수동2가,269-107,2,19.03,6000
202005,1978,성수동2가,336-2,4,59.21,2300
202005,2013,성수동2가,321-44,3,23.38,17097
202005,2012,성수동2가,321-58,5,29.94,19000
202005,2016,성수동2가,299-178,3,28.63,24000
202005,2000,성수동2가,416-4,3,60.3,20000
202005,2003,성수동2가,608,4,146.5,32000
202005,1986,성수동2가,299-181,1,35.28,12500
202005,2012,성수동2가,299-170,4,31.88,17000
202005,1985,성수동2가,269-236,2,54,20000
202005,2012,용답동,Mar-63,4,14.35,7000
202005,2012,용답동,13-23,2,29.84,17634
202006,2012,하왕십리동,890-125,2,21.95,18560
202006,1991,하왕십리동,976-7,2,64.17,20000
202006,1991,하왕십리동,976-7,2,64.17,23000
202006,1977,홍익동,125,3,72.56,25500
202006,2012,홍익동,302-3,5,28.89,12207
202006,2011,도선동,329-1,6,12.18,14000
202006,2018,마장동,775-2,8,27.92,30487
202006,2018,마장동,775-4,6,28.81,28000
202006,2018,마장동,775-2,8,27.5,26200
202006,2016,마장동,566-31,4,29.2,23000
202006,2018,마장동,775-4,5,27.31,28500
202006,2018,마장동,775-4,8,27.31,29000
202006,2011,마장동,564-8,3,13.75,7000
202006,2003,마장동,777-8,2,64.85,25000
202006,2012,마장동,388-45,3,15,15634
202006,2013,마장동,339-11,2,21.39,21560
202006,2015,마장동,767-13,5,48.19,21097
202006,2012,마장동,816-49,4,12.3,12000
202006,1993,사근동,227-2,4,34.71,8000
202006,2019,사근동,230-1,7,26.9,20000
202006,2019,사근동,230-1,5,26.9,21000
202006,2018,사근동,291-21,5,24.04,18500
202006,2006,행당동,1-54,4,35.53,18560
202006,2003,행당동,1-55,1,18.56,12878
202006,2005,행당동,313-17,2,79.88,34000
202006,1994,행당동,304-7,3,43.35,17000
202006,2015,행당동,302-22,2,29.64,19000
202006,2019,행당동,302-1,2,48.3,36000
202006,2016,행당동,304,6,28.13,29426
202006,2019,행당동,302-1,4,46.9,34268
202006,1993,응봉동,265-87,2,57.59,17000
202006,1995,응봉동,265-22,3,48.54,12600
202006,1994,응봉동,193-12,1,65.62,26000
202006,1994,응봉동,265-70,1,23.1,8317
202006,2003,응봉동,193-116,4,59.82,18634
202006,2002,응봉동,193-91,3,64.55,30000
202006,1994,금호동1가,167-24,1,52.83,7926
202006,1996,금호동1가,167-34,2,44.85,16000
202006,1992,금호동1가,132-17,1,42.93,16500
202006,1996,금호동1가,30,4,41.1,12000
202006,1993,금호동1가,167-59,3,51.64,14853
202006,1996,금호동1가,52,-1,33.9,6000
202006,1995,금호동1가,167-27,3,35.43,10000
202006,1997,금호동1가,13,3,53.3,15134
202006,1992,금호동1가,132-12,-1,46.44,7353
202006,2004,금호동2가,421-34,1,67.56,25000
202006,2006,금호동3가,1344-41,2,56.05,25000
202006,2002,금호동3가,817-4,3,36.75,12500
202006,1996,금호동3가,984-1,3,20.13,4500
202006,1993,금호동3가,1187,-1,41.52,5500
202006,1996,금호동3가,984-1,4,20.13,5000
202006,2002,금호동3가,102,1,58.77,23000
202006,1996,금호동3가,984-1,2,45.21,17317
202006,2002,금호동3가,102,4,75.8,26500
202006,2008,금호동3가,Jan-95,2,78.84,25000
202006,2015,금호동3가,587,6,29.45,28000
202006,1993,금호동3가,127,1,44.6,22951
202006,2016,금호동4가,1411,3,55.72,34000
202006,1993,옥수동,296-4,2,42,20500
202006,1993,옥수동,296-4,2,42,19900
202006,1993,옥수동,296-4,2,42,19900
202006,1997,옥수동,517-11,4,35.7,17597
202006,1993,옥수동,450-12,1,75.72,30000
202006,1987,옥수동,466,1,99.34,48000
202006,1997,성수동1가,449-1,1,48.8,14000
202006,2015,성수동1가,33-70,4,33.28,25000
202006,1980,성수동1가,656-1267,2,52.03,17000
202006,2008,성수동1가,13-124,5,85,38170
202006,1991,성수동1가,236-1,2,59.7,20000
202006,2007,성수동1가,Jan-86,3,70.3,22000
202006,2012,성수동1가,656-1204,5,26.02,1000
202006,1978,성수동1가,685-260,2,81.22,30000
202006,2013,성수동1가,656-1252,4,19.88,23487
202006,2003,성수동1가,16-43,4,74.76,41000
202006,2003,성수동1가,685-314,4,37.18,20000
202006,1978,성수동1가,374-1,2,60.5,10000
202006,2012,성수동1가,13-101,4,18.05,12000
202006,2007,성수동1가,Feb-35,5,76.32,30000
202006,2007,성수동1가,318,2,82.4,27000
202006,1989,성수동1가,656-322,3,58.23,34268
202006,2018,성수동1가,13-163,8,16.38,19000
202006,2006,성수동1가,160-1,4,98.46,30000
202006,1983,성수동2가,590-1,1,47.52,12700
202006,1978,성수동2가,336-2,3,49.82,18780
202006,2012,성수동2가,315-44,4,14.387,13670
202006,2008,성수동2가,299-40,2,37.76,22500
202006,2012,성수동2가,289-149,2,16.45,13670
202006,2012,성수동2가,321-58,2,29.94,19500
202006,2017,성수동2가,289-146,6,29.81,23100
202006,1978,성수동2가,336-2,5,24.23,12707
202006,2008,성수동2가,299-40,3,85,25000
202006,1985,성수동2가,338-4,1,65.52,23707
202006,2012,성수동2가,321-63,5,29.47,19000
202006,1983,성수동2가,265-4,3,56.88,20000
202006,2016,성수동2가,299-175,4,29.97,23500
202006,2016,성수동2가,299-175,4,29.97,22500
202006,1983,성수동2가,590-1,2,47.52,15707
202006,2012,성수동2가,321-64,2,28.27,19000
202006,2012,성수동2가,289-149,5,16.45,15134
202006,2012,성수동2가,321-64,4,29.76,22487
202006,1984,성수동2가,309-50,1,48.6,20000
202006,1989,성수동2가,268-5,3,57.6,20000
202006,2012,성수동2가,289-149,3,17.52,15134
202006,2007,성수동2가,647,3,63.34,25000
202006,1985,성수동2가,269-236,1,51.3,19634
202006,2019,성수동2가,299-242,6,25.78,32000
202006,2013,송정동,72-113,5,27.61,17000
202006,2013,송정동,72-113,5,36.35,17000
202006,2017,송정동,73-885,3,32.46,3889
202006,2001,송정동,72-103,4,43.77,14000
202006,1995,송정동,73-400,3,76.92,30000
202006,2012,용답동,Mar-63,3,14.35,6300
202006,2020,용답동,228-8,12,26.74,26000
202006,2020,용답동,228-8,13,18.85,23000
202007,2013,하왕십리동,966-16,6,12.87,10000
202007,2018,홍익동,125-1,6,34.74,33000
202007,1977,홍익동,125,4,60.36,26000
202007,2012,도선동,314,2,14.26,13926
202007,2011,도선동,329-12,6,12.02,13000
202007,1982,마장동,783-9,2,51.37,30707
202007,2012,마장동,388-16,4,17.23,15000
202007,2016,마장동,796-1,4,29.98,29500
202007,2016,마장동,566-31,3,16.47,16634
202007,2016,마장동,566-31,2,26.64,22500
202007,2009,마장동,465-3,3,74.95,27000
202007,2009,마장동,465-3,3,74.95,27000
202007,2019,마장동,815-8,3,17.92,26463
202007,2013,마장동,800-1,2,14.79,12000
202007,2012,마장동,816-49,3,12.101,12926
202007,2018,사근동,291-21,5,20.01,19950
202007,2019,사근동,230-1,7,28.21,22000
202007,2018,사근동,291-21,5,20.01,19950
202007,2018,사근동,291-21,2,28.97,21000
202007,2018,사근동,291-21,2,24.53,19900
202007,2007,사근동,213-26,3,46.78,22951
202007,2006,사근동,213-20,2,11.86,5500
202007,2003,사근동,176-9,3,66.43,13878
202007,2018,사근동,291-21,2,12.45,10000
202007,2018,사근동,291-21,4,24.04,25000
202007,2007,행당동,311-30,2,66.62,35000
202007,2001,행당동,325-1,2,41.87,23000
202007,2003,행당동,4-34,4,14.88,12000
202007,2018,행당동,293-8,10,29.57,35000
202007,2018,행당동,293-8,10,29.57,35000
202007,2009,행당동,309-25,2,85.75,25024
202007,1985,행당동,37-22,1,124.32,13670
202007,2019,행당동,302-1,2,44.22,35000
202007,1995,행당동,Dec-70,1,74.46,35000
202007,2004,행당동,1-72,4,55.77,18560
202007,2014,행당동,168-2,2,14.11,10682
202007,2007,행당동,311-30,2,67.52,34000
202007,2018,행당동,286-25,9,14.01,18000
202007,2007,행당동,308-7,2,70.6,30000
202007,2004,행당동,306,5,49.25,21000
202007,1993,응봉동,265-158,1,38.29,8820
202007,2003,응봉동,193-9,4,72.49,27000
202007,1998,응봉동,265-108,1,53.2,13500
202007,1995,응봉동,265-82,2,45.71,10000
202007,1992,금호동1가,165-22,-1,43.98,14000
202007,1995,금호동1가,167-27,1,35.43,17000
202007,1994,금호동1가,167-22,-1,43.54,14000
202007,1994,금호동1가,Jan-74,-1,17.28,4000
202007,1993,금호동1가,57,4,55.73,5903
202007,2010,금호동2가,652,2,85,32268
202007,1989,금호동2가,421-1,3,58.17,10000
202007,2003,금호동2가,651-5,4,62.64,29000
202007,2014,금호동3가,1265-52,1,59.92,5953
202007,1997,금호동3가,818,4,58.74,23487
202007,2015,금호동3가,626-1,4,39.66,20000
202007,2015,금호동3가,626-1,4,39.66,20000
202007,2002,금호동3가,1344-32,1,61.25,21000
202007,1992,금호동3가,206,3,50.39,20000
202007,1995,금호동3가,54,2,46.86,16000
202007,1992,금호동4가,1418-6,2,35.89,18097
202007,1996,금호동4가,1092-1,6,61.07,19000
202007,1996,금호동4가,1092-1,5,69.83,23000
202007,2002,금호동4가,1418-9,1,61.71,28780
202007,2004,옥수동,460-2,5,55.26,30000
202007,1992,옥수동,297,-1,59.04,19000
202007,1982,성수동1가,656-11,1,47.97,20000
202007,1982,성수동1가,685-185,2,54.61,14853
202007,2006,성수동1가,Feb-45,3,44.88,20000
202007,2018,성수동1가,656-1170,6,23.1,21000
202007,2004,성수동1가,Jan-46,3,49.71,20000
202007,2018,성수동1가,656-1170,5,23.1,19500
202007,2016,성수동1가,656-572,3,29.99,27000
202007,1978,성수동1가,685-260,2,81.22,23500
202007,1993,성수동1가,432-3,2,45.4,18634
202007,1983,성수동1가,Oct-72,1,59.76,19000
202007,1989,성수동1가,656-322,3,61.53,40000
202007,2003,성수동1가,656-1074,2,55.3,30000
202007,2018,성수동1가,13-163,6,16.38,19400
202007,2003,성수동1가,685-1,4,28.5,22487
202007,1987,성수동1가,656-329,2,67.35,29000
202007,2012,성수동1가,13-101,5,18.05,13000
202007,1978,성수동1가,685-260,2,81.22,26200
202007,2008,성수동1가,13-124,3,60.26,27000
202007,2003,성수동1가,685-1,3,28.64,15000
202007,1990,성수동1가,656-1806,1,36.48,26414
202007,2015,성수동1가,33-78,3,20.91,17000
202007,2015,성수동1가,656-399,4,29.21,25414
202007,2012,성수동1가,07-22,4,29.73,19500
202007,2006,성수동1가,332,5,43.65,14000
202007,2003,성수동1가,Jun-33,4,75.6,33000
202007,2018,성수동1가,656-1170,6,29.48,28000
202007,2016,성수동1가,656-572,5,16.9,13650
202007,2012,성수동1가,656-700,4,16.52,13243
202007,1978,성수동1가,656-372,2,62.31,14000
202007,2014,성수동2가,299-82,2,14.85,9000
202007,2014,성수동2가,299-149,5,12.74,11000
202007,2012,성수동2가,321-52,2,26.34,22048
202007,2003,성수동2가,216-23,4,71.01,24000
202007,2008,성수동2가,299-40,3,37.76,21560
202007,1986,성수동2가,299-185,2,35.01,16000
202007,1994,성수동2가,494,4,43.72,20000
202007,2019,성수동2가,299-242,6,26.05,33000
202007,2018,성수동2가,299-85,2,29.23,22000
202007,2017,성수동2가,255-4,3,27.56,21000
202007,2015,성수동2가,299-80,5,44.28,33000
202007,2014,성수동2가,299-82,5,14.85,8400
202007,2018,성수동2가,269-105,4,51.85,36097
202007,1986,성수동2가,269-9,3,51.57,12500
202007,2012,성수동2가,299-170,3,15.81,9000
202007,2016,성수동2가,289-167,6,28.6,23000
202007,2012,성수동2가,321-63,2,29.47,17634
202007,2012,성수동2가,321-63,2,29.47,18597
202007,1993,성수동2가,634-3,4,89.63,25000
202007,2016,성수동2가,299-178,6,28.63,22500
202007,2016,성수동2가,299-175,3,29.88,23100
202007,2012,성수동2가,299-170,2,14.13,9000
202007,1983,성수동2가,265-4,1,54,20000
202007,2019,성수동2가,299-242,5,25.78,32000
202007,1983,성수동2가,269-205,3,56.11,8000
202007,2003,성수동2가,216-25,2,61.68,29024
202007,2011,성수동2가,299-51,2,27.26,14170
202007,2016,성수동2가,299-174,4,29.79,24000
202007,2018,송정동,73-538,3,44.18,19900
202007,2016,송정동,Feb-89,4,44.31,20000
202007,2013,송정동,72-113,2,26.16,17097
202007,2016,송정동,73-547,5,31.21,22000
202007,2018,송정동,67-25,2,28.64,25500
202007,1990,송정동,97-20,2,33.57,7600
202007,2020,용답동,228-8,10,26.74,26000
202007,2020,용답동,228-8,11,26.74,26000
202007,2020,용답동,228-8,11,26.74,26000
202007,2016,용답동,Dec-42,2,46.5,26000
202007,1986,용답동,26-20,1,27.65,7000
202008,2015,홍익동,368,3,22.27,22951
202008,2012,홍익동,364,3,16.82,13780
202008,2018,홍익동,125-1,9,34.74,34000
202008,2011,도선동,329-1,5,12.18,12926
202008,2011,도선동,329-12,4,12.11,10585
202008,2018,도선동,185-36,5,28.66,30000
202008,2018,도선동,185-36,5,28.66,30000
202008,2011,마장동,564-8,5,13.31,7000
202008,2007,마장동,388-43,2,17.07,14463
202008,1985,마장동,767-56,1,73.71,4782
202008,2016,마장동,506-1,4,44.89,30000
202008,2013,마장동,388-15,3,15.99,15634
202008,2013,마장동,801-11,2,12.83,13500
