연립다세대,Unnamed: 0,지역코드,법정동,지번,건축년도,층,전용면적,년,월,일,보증금액,월세금액,계약구분,계약기간,갱신요구권사용,종전계약보증금,종전계약월세,위도,경도,가까운역,가까운역과의 거리
영화빌,8621,11200,금호동3가,871-1,2002,1.0,59.97,2021,3,27,10000,30,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
비둘기집(200-0),8622,11200,금호동3가,200,2006,3.0,55.42,2021,3,29,25000,10,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
타임아트빌,8623,11200,금호동3가,587,2015,3.0,43.91,2021,3,31,20000,60,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
퍼스트빌2,8753,11200,금호동3가,1170-4,2010,1.0,85.14,2021,4,1,10000,90,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
(1265-63),8754,11200,금호동3가,1265-63,2004,4.0,36.36,2021,4,2,3000,30,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
힐스빌,8755,11200,금호동3가,1139,2007,1.0,66.95,2021,4,10,32000,0,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
(852-0),8756,11200,금호동3가,852,1997,4.0,57.08,2021,4,12,13500,38,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
동호빌라,8757,11200,금호동3가,818,1997,3.0,58.68,2021,4,19,30000,0,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
금호빌라(842-1),8758,11200,금호동3가,842-1,1999,-1.0,59.83,2021,4,25,15500,0,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
대성빌라,8759,11200,금호동3가,859,1997,1.0,48.99,2021,4,26,10000,10,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
(1344-98),8760,11200,금호동3가,1344-98,1974,1.0,67.77,2021,4,29,500,30,,21.05~23.05,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
(578-0),8885,11200,금호동3가,578,1986,2.0,37.11,2021,5,1,6000,0,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
타임아트빌,8886,11200,금호동3가,587,2015,3.0,43.36,2021,5,8,27500,0,,21.07~23.07,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
대우빌라,8887,11200,금호동3가,50,1991,1.0,49.14,2021,5,8,23000,0,,21.07~23.07,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
타임아트빌,8888,11200,금호동3가,587,2015,3.0,43.36,2021,5,8,27500,0,,21.07~23.07,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
삼성빌1차,8889,11200,금호동3가,1344-39,2002,4.0,37.7,2021,5,9,15000,0,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
(934-0),8890,11200,금호동3가,934,1999,1.0,50.56,2021,5,22,2000,75,,21.07~23.07,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
한강빌라(가동),8891,11200,금호동3가,86,1995,3.0,52.08,2021,5,31,20000,0,,21.05~23.05,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
고운빌라(2차),8892,11200,금호동3가,127,1993,1.0,44.84,2021,5,31,15000,0,,21.07~23.07,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
(1186-0),9034,11200,금호동3가,1186,1994,2.0,40.47,2021,6,5,4000,30,,,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
(1265-64),9035,11200,금호동3가,1265-75,1997,3.0,49.15,2021,6,5,9500,24,신규,21.07~23.07,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
(1229-1),9036,11200,금호동3가,1229-1,2006,1.0,40.68,2021,6,5,18000,0,갱신,21.07~23.07,,17000.0,,37.549504,127.021812,금호역[3호선],0.5469724992151019
(516-0),9037,11200,금호동3가,516,1993,-1.0,42.84,2021,6,12,11000,0,신규,21.06~23.06,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
남지빌라2차,9038,11200,금호동3가,15,1997,2.0,46.4,2021,6,13,15700,0,신규,21.08~23.08,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
남지빌라2차,9039,11200,금호동3가,15,1997,2.0,46.4,2021,6,13,16000,0,신규,21.08~23.08,,,,37.549504,127.021812,금호역[3호선],0.5469724992151019
성원빌라,9040,11200,금호동3가,842-51,1997,3.0,56.79,2021,6,15,17850,0,갱신,,사용,17000.0,,37.549504,127.021812,금호역[3호선],0.5469724992151019
