BuildYear,DealYear,DealMonth,DealDay,Dong,Jibun,Deposit,Apartment_Name,Monthly_Rent,Area_for_ExclusiveUse,Regional_Code,Floor
2013,2015,1,2,면목동,109-78,"14,000",플로렌스빌,0,28.98,11260,4
2009,2015,1,3,면목동,42-49,"16,000",소파빌라트,0,60.84,11260,3
2013,2015,1,3,면목동,137-5,"6,000",삼성트윈빌,55,41.72,11260,5
1994,2015,1,5,면목동,190-14,"8,000",(190-14),0,57.93,11260,1
2002,2015,1,5,면목동,142-12,"14,000",정일빌라,0,64.18,11260,1
2003,2015,1,6,면목동,142-44,"15,000",조호아트빌,0,50.73,11260,2
1994,2015,1,6,면목동,136-89,"15,000",어울빌라,0,53.55,11260,2
2013,2015,1,6,면목동,137-5,"6,000",삼성트윈빌,55,44.72,11260,6
2012,2015,1,6,면목동,1163-3,"2,000",이오하우스,30,15.3,11260,3
2011,2015,1,6,면목동,63-51,"2,000",푸르메빌,50,29.46,11260,2
1993,2015,1,6,면목동,1173,"1,000",1173,65,62.26,11260,1
2012,2015,1,7,면목동,1342-8,"17,000",용마산타워,0,33.91,11260,3
1989,2015,1,8,면목동,507-3,"7,500","동흥파크빌라A,B",0,38.16,11260,2
2002,2015,1,8,면목동,198-26,"9,000",도원아트빌,0,69.24,11260,4
2009,2015,1,9,면목동,181-24,"9,000",트윈스빌(A동),10,36.68,11260,3
1991,2015,1,9,면목동,138-60,"1,000",정호맨션,50,84.63,11260,0
2014,2015,1,10,면목동,158-36,"6,000",로즈힐하우스,30,14.85,11260,5
2012,2015,1,10,면목동,185-69,"16,000",라온홈타운,10,55.12,11260,2
2012,2015,1,10,면목동,1342-8,"17,000",용마산타워,0,33.91,11260,6
2001,2015,1,10,면목동,1293,"16,000",공간골든빌,0,59.63,11260,3
1992,2015,1,10,면목동,137-56,"12,000",현대(아트)빌라(B),0,45.11,11260,4
2001,2015,1,11,면목동,393-72,"18,000",삼우빌라,0,64.615,11260,5
2012,2015,1,12,면목동,121-9,"1,000",씨티플러스,45,12.09,11260,3
2001,2015,1,13,면목동,1174-1,"5,000",월드빌(에이동)(비동),50,56.67,11260,3
2003,2015,1,13,면목동,648-12,"4,000",수성빌라,50,33.76,11260,3
2002,2015,1,13,면목동,127-1,"17,000",진한아트빌,0,54.84,11260,2
2008,2015,1,14,면목동,185-144,"13,000",동일빌라,0,42.65,11260,3
2011,2015,1,15,면목동,175-75,"12,000",JOY타운,0,67.75,11260,5
2002,2015,1,15,면목동,145-19,"7,000",덕산맨션,0,36.34,11260,-1
2007,2015,1,15,면목동,141-60,"14,000",현성빌1차,0,37.44,11260,2
2003,2015,1,15,면목동,171-57,"8,500",두산빌라,20,72.01,11260,1
2013,2015,1,16,면목동,365-29,"6,000",카르페디엠,0,19,11260,3
2014,2015,1,16,면목동,389-21,"21,000",테미하우스2차103동,0,35.06,11260,3
2008,2015,1,18,면목동,580-22,"17,500",성진빌라,0,47.21,11260,3
2012,2015,1,18,면목동,550-32,"15,000","브라운하우스(A동,B동)",0,42.52,11260,6
2009,2015,1,19,면목동,181-24,"16,000",트윈스빌(A동),0,65.56,11260,3
2012,2015,1,19,면목동,121-9,500,씨티플러스,40,12.09,11260,3
1983,2015,1,20,면목동,115-20,"2,000",강호빌라,55,73.56,11260,3
2014,2015,1,20,면목동,341-9,"16,000",드림하우스(341-9),0,37.12,11260,6
2004,2015,1,21,면목동,126-47,"5,000",(126-47),40,46,11260,5
1980,2015,1,21,면목동,1375,"6,000",(1375-0),0,86.58,11260,1
2002,2015,1,22,면목동,129-34,"10,500",청백빌라(A),0,42.59,11260,1
2011,2015,1,22,면목동,180-86,"5,000",예성그린빌,50,49.71,11260,7
2011,2015,1,23,면목동,377-2,"10,000",SD찬누리채,40,41.39,11260,3
2012,2015,1,23,면목동,1163-3,"1,000",이오하우스,40,15.3,11260,3
2014,2015,1,23,면목동,533-18,"15,000",삼정드림빌,0,38.3,11260,3
2002,2015,1,24,면목동,375-3,"17,000",면목골드빌라,0,57.2,11260,5
2012,2015,1,24,면목동,454-3,"17,000",킴스빌,0,35,11260,4
1991,2015,1,25,면목동,527-300,"1,000","청산주택3동(가,나)",30,50.7,11260,-1
2012,2015,1,25,면목동,1342-5,"15,500",하워드빌라,0,49.7,11260,5
2011,2015,1,25,면목동,175-75,"12,000",JOY타운,0,67.75,11260,5
2013,2015,1,25,면목동,393-69,"17,000",오성스카이빌,0,54.34,11260,3
2012,2015,1,26,면목동,129-46,"5,000",무지개하우스,40,34.94,11260,2
2002,2015,1,26,면목동,96-12,"15,500",무궁화타운빌라3차,0,54.04,11260,4
2011,2015,1,26,면목동,128-37,"4,000",경일리치빌(가동),50,39.97,11260,5
2008,2015,1,27,면목동,100-5,"3,000",혜원쉐르빌,80,52.1,11260,2
2012,2015,1,29,면목동,1342-8,"19,000",용마산타워,0,33.91,11260,3
1992,2015,1,30,면목동,191-129,"14,300",삼웅빌라(B),0,64.73,11260,2
2015,2015,1,30,면목동,126-25,"18,000",청명에버빌비동,0,50.94,11260,4
1977,2015,1,30,면목동,67-3,200,(67-3),20,66.91,11260,1
1977,2015,1,31,면목동,173-100,"2,000",우리연립,0,26.73,11260,2
2013,2015,1,1,상봉동,113-11,"6,500",W타워,0,12,11260,4
1989,2015,1,2,상봉동,103-29,"14,000",이화빌라(나동),0,64.14,11260,1
2013,2015,1,2,상봉동,113-11,"2,000",W타워,40,12.02,11260,7
2003,2015,1,2,상봉동,304-4,"18,000",세리부아트빌8차,0,67.08,11260,3
2002,2015,1,3,상봉동,104-26,"12,000",KJ빌딩,0,40.03,11260,3
2003,2015,1,3,상봉동,102-102,"20,000",샹그릴라,0,59.69,11260,4
2011,2015,1,3,상봉동,112-29,"2,000",(112-29),30,16.74,11260,4
2014,2015,1,5,상봉동,115-69,"6,500",(115-69),0,12,11260,4
2014,2015,1,6,상봉동,210-19,"20,000",세종에코그린(210-19),0,24.63,11260,5
2012,2015,1,6,상봉동,129-50,"19,000",크리스탈하우스,0,56.84,11260,5
2002,2015,1,7,상봉동,110-17,"13,500",제이원빌라,0,66.13,11260,4
2011,2015,1,8,상봉동,276-24,"2,000",미성빌라,50,73,11260,3
2012,2015,1,9,상봉동,113-28,"6,000",우영시티,0,13.065,11260,7
2012,2015,1,9,상봉동,129-50,"19,000",크리스탈하우스,0,56.84,11260,3
2012,2015,1,10,상봉동,130-141,"13,000",그린빌,0,32.02,11260,5
2013,2015,1,10,상봉동,256-22,"13,200",101빌리지,0,29.94,11260,3
1985,2015,1,10,상봉동,276-14,"6,500",(276-14),0,31.62,11260,3
2002,2015,1,12,상봉동,113-8,"16,000",인덕하이츠102동,0,43.17,11260,2
2002,2015,1,12,상봉동,107-61,"15,000",동광빌라트(107-61),0,55.45,11260,5
2002,2015,1,12,상봉동,87-52,"15,000",현대아트빌라,0,57.45,11260,5
2014,2015,1,13,상봉동,119-57,"24,000",대성아트빌(119-57),0,44.74,11260,6
2013,2015,1,14,상봉동,256-22,"12,000",101빌리지,0,29.94,11260,2
2011,2015,1,16,상봉동,112-29,"1,000",(112-29),45,18.75,11260,2
2008,2015,1,18,상봉동,271-5,"5,000",은송대성아트빌,70,53.46,11260,3
2003,2015,1,19,상봉동,306-2,"13,200",(306-2),0,41.19,11260,3
2014,2015,1,19,상봉동,115-69,500,(115-69),50,12.08,11260,6
2014,2015,1,20,상봉동,111-2,"3,000",라메즈힐타운,65,27.73,11260,2
1986,2015,1,21,상봉동,227-1,"4,000",상일주택,10,41.6,11260,-1
2015,2015,1,22,상봉동,129-42,"15,000",힐하우스B동,0,29.81,11260,6
1991,2015,1,22,상봉동,31-25,"8,000",신광빌라,0,37.6,11260,1
2002,2015,1,22,상봉동,104-26,500,KJ빌딩,40,21.21,11260,3
2014,2015,1,23,상봉동,119-57,"24,000",대성아트빌(119-57),0,39.4,11260,6
2014,2015,1,23,상봉동,119-57,"25,000",대성아트빌(119-57),0,49.55,11260,5
2003,2015,1,27,상봉동,122-46,"9,000",금성리치빌,0,46.73,11260,2
1995,2015,1,27,상봉동,315-68,"2,000",임창빌라라동,55,66.71,11260,2
2013,2015,1,29,상봉동,113-11,"2,000",W타워,35,12,11260,5
2012,2015,1,30,상봉동,298-1,"7,000",세종에코그린,40,29.98,11260,2
2002,2015,1,31,상봉동,127-38,"4,500",상봉동127-38,22,45.23,11260,3
2002,2015,1,31,상봉동,127-38,"5,500",상봉동127-38,22,41.35,11260,2
2014,2015,1,31,상봉동,119-57,"22,500",대성아트빌(119-57),0,49.55,11260,5
2013,2015,1,31,상봉동,256-22,"11,000",101빌리지,5,34.94,11260,4
1992,2015,1,31,상봉동,88-118,"7,800",송원빌라,0,38.22,11260,3
2003,2015,1,3,중화동,309-20,"15,000",세종드림빌,0,69.01,11260,2
1989,2015,1,5,중화동,18-2,"1,000",장미빌라타운,50,35.91,11260,0
2012,2015,1,6,중화동,297-66,"2,000",바움하우스,31,18.03,11260,4
1975,2015,1,8,중화동,299-42,"6,000",(299-42),0,39.24,11260,2
2002,2015,1,10,중화동,291-36,"13,000",예건3차,0,52.78,11260,3
1986,2015,1,13,중화동,296-44,"1,500",세광,45,54.24,11260,1
1995,2015,1,13,중화동,90-11,"3,500",석산주택,40,38.61,11260,3
1975,2015,1,13,중화동,299-42,"5,000",(299-42),0,39.24,11260,1
1977,2015,1,14,중화동,326-107,500,(326-107),35,35.49,11260,1
2004,2015,1,16,중화동,297-81,"18,000",중화빌라,0,64.74,11260,3
1986,2015,1,20,중화동,296-44,500,세광,30,38.62,11260,2
1982,2015,1,20,중화동,287-1,"3,000",삼흥연립,55,103.16,11260,3
1995,2015,1,21,중화동,312-59,"4,000",세원맨숀,45,132.59,11260,4
1995,2015,1,21,중화동,312-59,"6,000",세원맨숀,40,132.59,11260,4
2006,2015,1,21,중화동,297-82,"4,700",(297-82),48,94.25,11260,5
2006,2015,1,21,중화동,297-82,"5,000",(297-82),45,94.25,11260,5
1986,2015,1,21,중화동,296-44,"4,000",세광,0,38.47,11260,3
1977,2015,1,22,중화동,309-30,"7,000",제일연립A동,0,58.21,11260,1
2002,2015,1,22,중화동,86-6,"13,000",석정빌라20차(가동),0,51.42,11260,5
2002,2015,1,22,중화동,91-3,"14,000",유로빌,0,45.6,11260,2
1993,2015,1,23,중화동,30-3,"8,000",반석주택,0,30.57,11260,1
2002,2015,1,24,중화동,291-36,"16,000",예건3차,0,61.35,11260,4
2003,2015,1,24,중화동,280-11,"2,000",(280-11),50,34.46,11260,2
1996,2015,1,24,중화동,37-1,"10,000",(37-1),0,36.98,11260,4
2002,2015,1,24,중화동,28-3,"12,000",석영베스트빌,0,38.34,11260,5
2002,2015,1,26,중화동,148-140,"11,000",중화아트빌,10,42.22,11260,2
1994,2015,1,27,중화동,30-5,"8,000",(3차)반석주택,0,49.34,11260,0
1982,2015,1,28,중화동,287-1,"17,000",삼흥연립,0,103.16,11260,1
1996,2015,1,28,중화동,37-12,"4,500",중화그린빌라,0,35.47,11260,0
2010,2015,1,28,중화동,200-8,"11,000",우성하이츠빌,0,33.42,11260,4
1986,2015,1,29,중화동,309-111,"13,000",대성주택(1동),0,45.5,11260,1
2003,2015,1,29,중화동,329-1,"15,000",경수빌라B동,0,45.34,11260,2
2012,2015,1,30,중화동,322-40,"13,000",중화동주택,0,29.72,11260,4
1993,2015,1,31,중화동,319-39,"8,000",소산하이츠맨션1차,0,45.28,11260,3
2012,2015,1,31,중화동,290-3,"14,000",IS도시형생활주택,0,38.96,11260,5
2012,2015,1,3,묵동,171-29,500,(171-29),45,15.47,11260,6
2013,2015,1,3,묵동,183-10,"11,500",대성빌,0,29.81,11260,2
2003,2015,1,5,묵동,122-102,"19,000",석산하이빌(2차),0,68.39,11260,3
2005,2015,1,5,묵동,122-399,"3,000",동화그랑트,70,73.34,11260,2
1982,2015,1,7,묵동,142,"14,000",장미,0,72.59,11260,1
2012,2015,1,7,묵동,242-53,"13,500",몽트리샤,0,27.59,11260,3
2010,2015,1,10,묵동,202-15,"6,000",MAIBAUM,0,16.95,11260,2
2014,2015,1,10,묵동,171-18,"2,000",정윤빌(171-18),30,13.85,11260,7
2008,2015,1,10,묵동,122-63,"17,000",멀티파크,0,52.03,11260,4
2012,2015,1,12,묵동,181-62,"6,000",드림빌,0,12.43,11260,4
1998,2015,1,14,묵동,179-2,"20,000",화랑빌라트,0,80.34,11260,3
1987,2015,1,14,묵동,121-1,"12,000",현대빌라,0,56.7,11260,3
2014,2015,1,17,묵동,394,"21,000",금강리버파크,0,44.82,11260,6
2002,2015,1,19,묵동,250-5,"11,000",(250-5),0,68.86,11260,1
2012,2015,1,19,묵동,181-62,"3,000",드림빌,30,12.43,11260,5
2012,2015,1,19,묵동,242-53,"13,500",몽트리샤,0,27.59,11260,5
2007,2015,1,19,묵동,159-10,"15,000",노블캐슬,0,54.17,11260,2
2011,2015,1,20,묵동,176-20,"5,500",화랑,0,12.99,11260,7
2011,2015,1,20,묵동,240-76,"14,000",하이베스트빌,0,36.33,11260,4
2012,2015,1,22,묵동,245-9,"19,000",양지그린빌(245-9),0,53.19,11260,6
1987,2015,1,23,묵동,121-1,"1,000",현대빌라,58,43.38,11260,3
2012,2015,1,24,묵동,181-62,"6,000",드림빌,40,34.18,11260,4
2012,2015,1,24,묵동,121-118,"5,500",(121-118),45,33.96,11260,3
2003,2015,1,27,묵동,122-35,"6,000",덕산타운A동,45,58.34,11260,4
2003,2015,1,28,묵동,244-161,"2,000",삼호그랑빌,70,59.17,11260,4
2014,2015,1,28,묵동,121-253,"5,000",조은빌라(121-253),45,38.13,11260,3
2002,2015,1,29,묵동,77-34,"16,500",청구빌라(77-34),0,75.06,11260,3
2012,2015,1,30,묵동,172-34,"6,000",(172-34),40,41.3,11260,5
2002,2015,1,4,망우동,459-44,"3,000",삼우빌라3차,55,42.86,11260,4
1985,2015,1,7,망우동,133-14,"6,000",금성연립,0,48.39,11260,2
2010,2015,1,7,망우동,232-2,"7,000",송원그린빌(232-2),0,28.67,11260,4
2014,2015,1,7,망우동,515-12,"2,000",그랑아트빌,30,29.11,11260,5
1996,2015,1,8,망우동,468-47,"7,000",우암가든빌라,30,80.86,11260,1
2003,2015,1,14,망우동,416-16,"12,500",화인빌라,0,55.71,11260,1
1991,2015,1,14,망우동,529-90,"8,500",제일빌라,0,36.88,11260,2
1990,2015,1,15,망우동,238-2,"2,000",신일빌라,65,55.62,11260,2
2014,2015,1,15,망우동,520-25,"23,000",예가,0,47.3,11260,3
1993,2015,1,15,망우동,113-21,"13,000",삼산그린빌라A동,0,83.76,11260,4
1987,2015,1,16,망우동,153-4,"3,500",신성빌라A동,0,46.65,11260,0
2010,2015,1,17,망우동,405-18,"13,000",삼성그린빌,0,41.3,11260,3
2014,2015,1,21,망우동,462-43,"19,500",가든시티,0,48.34,11260,2
1994,2015,1,23,망우동,468-22,"8,000",거강빌라,0,40.54,11260,4
2012,2015,1,24,망우동,467-23,"8,500",(467-23),10,28.385,11260,3
1978,2015,1,24,망우동,515-3,"1,000",(515-3),90,66,11260,0
2009,2015,1,27,망우동,232-10,"20,000",선경쉐르빌,0,82.54,11260,3
2011,2015,1,27,망우동,409-11,"15,000",렉스빌,0,50.46,11260,4
2003,2015,1,28,망우동,526-125,"6,000",(526-125),60,76.42,11260,3
2015,2015,1,30,망우동,529-70,"15,500",미소빌리지,0,43.4,11260,4
2012,2015,1,31,망우동,146-67,"15,000",더조은홈(101동),0,50.63,11260,5
1995,2015,1,24,신내동,449-4,"11,000",성덕빌라,0,54.59,11260,3
1999,2015,1,28,신내동,410-52,"17,000",국일빌라,0,74.7,11260,1
2008,2015,2,2,면목동,505-15,"12,500",브리튼빌리지,0,43.77,11260,3
2013,2015,2,2,면목동,316,"19,000","이젠스타빌A,B동",0,57.79,11260,4
1995,2015,2,2,면목동,385-30,"13,500",삼호그린빌라,0,54,11260,1
2010,2015,2,3,면목동,86-49,"17,000",중앙하이츠빌,0,40.76,11260,4
2013,2015,2,3,면목동,92-12,"7,000",미래하이츠(92-12),50,38.8,11260,2
1996,2015,2,4,면목동,573-34,"13,000",동서울빌라(가),0,70.83,11260,2
2011,2015,2,4,면목동,98-39,"14,000",성진쉐르빌,0,29.74,11260,3
2012,2015,2,4,면목동,389-10,"18,000",현대주택,0,51.09,11260,4
2011,2015,2,4,면목동,126-41,"3,000",토이하우스,27,14.585,11260,3
2013,2015,2,4,면목동,129-85,"12,000",써니빌,0,26.96,11260,3
1981,2015,2,5,면목동,549-6,"13,000",면동연립,0,67.7,11260,2
1991,2015,2,5,면목동,1349,"3,000",현대빌라,50,42.8,11260,3
2011,2015,2,5,면목동,109-93,"13,000",경일리치빌,0,36.4,11260,3
2002,2015,2,6,면목동,300-7,"5,000",로얄하이츠빌A동,50,46.84,11260,2
2014,2015,2,6,면목동,89-39,"2,000",에코팰리스,65,28.08,11260,5
2012,2015,2,6,면목동,1343-1,"14,000",공간행복,0,26.79,11260,4
2015,2015,2,6,면목동,126-25,"5,000",청명에버빌비동,60,29.95,11260,4
2011,2015,2,7,면목동,393-71,"27,000",용마산,0,80.22,11260,5
2001,2015,2,7,면목동,134-39,"2,000",고암아트,70,72.03,11260,3
2003,2015,2,7,면목동,1187-1,"6,000",(1187-1),40,42.09,11260,2
1990,2015,2,7,면목동,138-18,"15,000",대광빌라,0,76.2,11260,3
1997,2015,2,9,면목동,156-36,"17,000",서건빌라(비),0,85.35,11260,4
1991,2015,2,10,면목동,580-15,"5,000",궁전빌라,0,34.38,11260,-1
2003,2015,2,10,면목동,30-6,"9,000",예림새터,0,40.43,11260,1
1976,2015,2,10,면목동,172-130,"4,500",(172-130),0,33,11260,0
2014,2015,2,11,면목동,141-75,"4,000",신안아트빌,40,28.7,11260,2
1997,2015,2,11,면목동,69-4,"14,000",일익빌리지,0,60.39,11260,2
2011,2015,2,11,면목동,595-52,"3,000",(595-52),33,15.76,11260,4
2009,2015,2,11,면목동,181-24,"12,000",트윈스빌(A동),0,36.68,11260,5
1993,2015,2,11,면목동,1352,"15,000",아성빌라,0,77.52,11260,3
2014,2015,2,11,면목동,91-8,"12,000",그린캐슬,0,48.59,11260,7
2014,2015,2,13,면목동,30-56,"5,000",DM더블루,50,54.75,11260,2
2008,2015,2,13,면목동,69-113,"12,000",동남빌라,0,35.15,11260,4
2014,2015,2,14,면목동,467-27,"10,000",청솔하이빌(467-27),30,41.93,11260,4
2011,2015,2,14,면목동,371-103,"14,000",성진쉐르빌,0,32.8,11260,3
2008,2015,2,14,면목동,374-40,"19,000",한강빌라,0,54.07,11260,4
2013,2015,2,14,면목동,316,"7,000","이젠스타빌A,B동",33,40.87,11260,3
1993,2015,2,14,면목동,1274,"9,500",순원하이츠빌라,0,37.55,11260,3
2002,2015,2,14,면목동,626-4,"11,000",청백하이빌,0,47.82,11260,3
2013,2015,2,16,면목동,153-14,"4,000",(153-14),15,24.06,11260,4
1996,2015,2,16,면목동,1159-2,"5,000",(1159-2),0,49.5,11260,-1
2014,2015,2,16,면목동,89-39,"2,000",에코팰리스,65,26.36,11260,6
2013,2015,2,16,면목동,393-69,"17,000",오성스카이빌,0,49,11260,4
2003,2015,2,17,면목동,86-4,"17,000",(86-4),0,60.7,11260,3
2014,2015,2,20,면목동,533-18,"11,000",삼정드림빌,0,19.5,11260,5
2015,2015,2,21,면목동,1343-21,"9,000",(1343-21),30,29.88,11260,3
2003,2015,2,22,면목동,364-4,"7,500",칸스빌,20,46.12,11260,3
2012,2015,2,23,면목동,1163-6,"3,000",킴스빌,50,29.9,11260,4
2013,2015,2,23,면목동,1143,"1,700",해오름아트빌,50,30.24,11260,2
2002,2015,2,23,면목동,154-56,"12,000",(154-57),0,57.07,11260,2
2015,2015,2,23,면목동,126-25,"19,000",청명에버빌비동,0,50.94,11260,4
2012,2015,2,23,면목동,126-45,"2,700",씨티하우스,25,12.74,11260,4
1984,2015,2,23,면목동,178-4,"13,000",대성맨션(178-4),0,102.08,11260,1
1986,2015,2,24,면목동,535-8,"13,500",(535-8),0,77.19,11260,1
2013,2015,2,24,면목동,1167-3,"1,000",(1167-3),45,16.45,11260,4
2015,2015,2,25,면목동,126-36,"21,000",청명에버빌에이동,0,45.06,11260,4
2013,2015,2,25,면목동,576-34,"18,000",현대타운(576-34),0,47.25,11260,5
2012,2015,2,25,면목동,31-37,"10,000",파크빌리지,0,29.79,11260,4
2011,2015,2,26,면목동,51-5,"2,000",리치빌,25,15.75,11260,2
2009,2015,2,26,면목동,64-29,"13,000",오페라하우스(2차),0,43.92,11260,2
1990,2015,2,26,면목동,52-24,"12,000",현대파크,0,48.32,11260,1
2008,2015,2,27,면목동,340-73,"18,000",영진아트빌,0,56.49,11260,3
2004,2015,2,27,면목동,161-29,"13,000",진양그린빌,0,82.05,11260,4
1988,2015,2,27,면목동,489,"2,000",동흥그린빌라,50,57.24,11260,3
1979,2015,2,27,면목동,1378,"8,000",(1378-0),0,59.16,11260,0
2014,2015,2,28,면목동,198-19,"1,000",현대홈타운(198-19),25,29.035,11260,4
2003,2015,2,28,면목동,172-81,"14,000",진양쉐르빌,0,61.08,11260,3
2003,2015,2,28,면목동,156-18,"10,000",제이엔빌라,0,39.39,11260,2
2002,2015,2,28,면목동,105-41,"4,000",주영유토빌,50,36.37,11260,4
2001,2015,2,28,면목동,1174-1,"5,000",월드빌(에이동)(비동),55,56.67,11260,2
2015,2015,2,5,상봉동,129-42,"15,500",힐하우스B동,0,29.81,11260,4
2004,2015,2,6,상봉동,333-1,"18,000",그랑아파트,0,53.42,11260,4
2003,2015,2,7,상봉동,122-4,"5,000",동보빌딩,55,50.09,11260,3
1990,2015,2,7,상봉동,31-27,"6,000",일신빌라(1동),0,44.02,11260,0
2001,2015,2,10,상봉동,104-2,"18,000",건일테크빌,0,53.67,11260,4
2002,2015,2,10,상봉동,103-11,"15,000",연세마을,0,49.13,11260,1
2002,2015,2,10,상봉동,112-21,"17,000",상봉동다세대주택,0,49.08,11260,2
2002,2015,2,11,상봉동,107-62,"17,000",동광빌라트(107-62),0,55.45,11260,5
2003,2015,2,12,상봉동,102-102,"18,000",샹그릴라,0,52.84,11260,2
2014,2015,2,16,상봉동,129-28,"10,000",삼호빌,45,49.44,11260,5
2002,2015,2,23,상봉동,130-94,"15,000",동부맨션,0,71.53,11260,2
2014,2015,2,25,상봉동,122-79,"3,000",에이스빌(122-79),50,26.04,11260,0
2008,2015,2,25,상봉동,272-1,"14,000",대성창옥캐스빌,0,52.51,11260,2
2014,2015,2,26,상봉동,119-57,"25,000",대성아트빌(119-57),0,49.55,11260,4
2012,2015,2,27,상봉동,115-67,"8,000",(115-67),0,13.74,11260,6
2014,2015,2,27,상봉동,127-28,"16,000",지앤지타운(127-28),0,39.33,11260,2
2002,2015,2,28,상봉동,110-17,"13,000",제이원빌라,0,42.29,11260,1
2011,2015,2,28,상봉동,127-23,"7,500",드림하우스,0,14.91,11260,5
1983,2015,2,2,중화동,307-4,"3,000",삼성빌라,60,105.9,11260,3
2001,2015,2,3,중화동,324-59,"6,000",(324-59),0,39.42,11260,1
1982,2015,2,5,중화동,287-1,"16,500",삼흥연립,0,102.56,11260,2
1996,2015,2,7,중화동,37-2,"12,000",(37-2),0,51.73,11260,1
1977,2015,2,9,중화동,309-109,"10,000",제일연립B동,0,58.35,11260,1
2002,2015,2,9,중화동,295-4,"11,000",성우하이츠빌라(295-4),0,35.97,11260,2
1992,2015,2,10,중화동,34-1,"12,000",부성하이츠빌라,0,41.97,11260,3
1986,2015,2,10,중화동,195-2,"17,000",우성타운,0,75.19,11260,2
1989,2015,2,11,중화동,18-2,"9,000",장미빌라타운,0,47.34,11260,1
1975,2015,2,11,중화동,321-65,"7,000",점보연립(321-65),0,38.02,11260,2
2008,2015,2,13,중화동,275-9,"15,500",세영리치빌,0,33.72,11260,4
2015,2015,2,13,중화동,148-81,"23,000",(148-81),0,59.87,11260,3
2015,2015,2,13,중화동,148-81,"20,000",(148-81),0,53.55,11260,2
2002,2015,2,14,중화동,317-70,"19,000",엘지빌라(2차),0,56.8,11260,3
2004,2015,2,16,중화동,275-36,"20,000",세종파인빌,0,77.41,11260,2
1997,2015,2,21,중화동,16-1,"16,000",반석주택,0,68.22,11260,1
1989,2015,2,21,중화동,18-2,"3,000",장미빌라타운,30,35.91,11260,0
1992,2015,2,23,중화동,296-60,"8,500",오성빌라2차,0,43.89,11260,1
1987,2015,2,24,중화동,302-9,"6,000",(302-9),0,41.46,11260,-1
1975,2015,2,27,중화동,299-42,"6,500",(299-42),0,39.24,11260,2
2002,2015,2,28,중화동,295-4,"16,000",성우하이츠빌라(295-4),0,57.3,11260,3
2003,2015,2,2,묵동,122-134,"11,000",동림아트빌,0,38.06,11260,4
2003,2015,2,3,묵동,233-6,500,(233-6),40,18.2,11260,2
2013,2015,2,5,묵동,179-6,"14,000",토토하우스(179-6),0,29.39,11260,1
1992,2015,2,6,묵동,66-1,"12,000",우암맨숀,0,50.13,11260,1
2003,2015,2,7,묵동,103-11,"16,000",광림빌라,0,54.46,11260,2
2003,2015,2,8,묵동,233-6,500,(233-6),35,18.4,11260,1
2003,2015,2,9,묵동,121-130,"16,000",(121-130),0,59.22,11260,2
1996,2015,2,14,묵동,122-173,"17,500",선경주택,0,59.81,11260,1
2005,2015,2,14,묵동,173-19,"16,000",천국의집,0,80.67,11260,1
2002,2015,2,14,묵동,173-13,"17,000",서원맨션(173-13),0,68.06,11260,4
2004,2015,2,14,묵동,121-88,"20,000",현대화이트빌(121-88),0,74.78,11260,3
2003,2015,2,17,묵동,122-353,"8,500",(122-353),0,57.69,11260,1
2012,2015,2,23,묵동,171-29,"3,000",(171-29),20,12.42,11260,7
2013,2015,2,23,묵동,128-18,"18,000",더존하우스2차,0,40.36,11260,1
2008,2015,2,24,묵동,122-85,"17,000",한일그랑빌(122-85),0,41.28,11260,2
2013,2015,2,27,묵동,178-19,"2,000",대양(178-19),60,32.79,11260,3
2012,2015,2,28,묵동,243-37,"13,000",토토하우스,0,27.52,11260,3
2003,2015,2,28,묵동,158-2,"14,000",안성빌라,0,56.68,11260,3
1986,2015,2,28,묵동,168-5,"8,000",영일주택(168-5),0,37.11,11260,3
2003,2015,2,2,망우동,456-50,"5,000",일신빌라,50,51.97,11260,3
2011,2015,2,3,망우동,184-14,"5,000",MAIBAUM,10,15.48,11260,2
2002,2015,2,4,망우동,468-15,"13,500",동화그랑트21,0,42.01,11260,2
2002,2015,2,6,망우동,416-45,"14,500",한마음빌라,0,61.75,11260,3
2007,2015,2,7,망우동,146-80,"11,000",(146-80),0,42.93,11260,1
2013,2015,2,9,망우동,432-68,"2,000",(432-68),60,31.35,11260,2
2011,2015,2,12,망우동,184-14,"3,000",MAIBAUM,30,15.48,11260,2
2002,2015,2,12,망우동,422-2,"4,000",우드빌A,30,63.97,11260,5
2011,2015,2,13,망우동,184-14,"5,000",MAIBAUM,10,15.48,11260,4
2003,2015,2,16,망우동,521-45,"17,000",혜원쉐르빌B,0,65.96,11260,4
2011,2015,2,16,망우동,474-18,"1,000",(474-18),35,15.05,11260,3
2014,2015,2,16,망우동,520-25,"21,000",예가,0,47.36,11260,6
1978,2015,2,17,망우동,515-3,"3,000",(515-3),30,84.76,11260,1
2011,2015,2,21,망우동,409-11,"14,000",렉스빌,0,46.11,11260,2
1991,2015,2,24,망우동,163-23,"7,800",서흥아트빌라,0,59.07,11260,0
1990,2015,2,24,망우동,238-2,"14,500",신일빌라,0,55.62,11260,2
2010,2015,2,24,망우동,232-2,"4,000",송원그린빌(232-2),0,19.61,11260,0
2014,2015,2,25,망우동,520-25,"21,000",예가,0,47.3,11260,2
1997,2015,2,25,망우동,119-2,"22,000",용마파크빌라,0,84.78,11260,2
2002,2015,2,25,망우동,516-19,"20,000",동웅빌딩,0,89.59,11260,3
