BuildYear,DealYear,DealMonth,DealDay,Dong,Jibun,Deposit,Apartment_Name,Monthly_Rent,Area_for_ExclusiveUse,Regional_Code,Floor
2002,2019,6,26,면목동,1343-32,"16,000",나래아트빌,0,48.17,11260,1
2019,2019,6,26,면목동,459-3,"23,000",런던빌,0,23.96,11260,5
2014,2019,6,26,면목동,181-33,"2,940",리츠하우스,16,49.92,11260,4
2015,2019,6,27,면목동,179-12,"20,000",미소빌리지(179-12),0,41.19,11260,2
2019,2019,6,27,면목동,98-4,"22,000",도경빌,0,36.29,11260,4
2018,2019,6,27,면목동,42-41,"1,000",한영필하우스,50,28.79,11260,3
1995,2019,6,28,면목동,136-3,"7,000",유림빌라(3동),50,63.96,11260,1
2013,2019,6,28,면목동,446-16,500,(446-16),44,13.44,11260,2
2017,2019,6,29,면목동,529-1,"21,000",강남그레이스빌,0,27.87,11260,4
2011,2019,6,29,면목동,340-42,"16,000",대림주택,0,35.97,11260,4
2012,2019,6,29,면목동,180-115,"10,000",비룡서광빌딩,50,51.4,11260,3
2019,2019,6,1,상봉동,102-57,"14,000",상봉타워,0,15.525,11260,9
2019,2019,6,1,상봉동,102-57,"15,000",상봉타워,0,15.525,11260,15
2014,2019,6,1,상봉동,115-69,"8,000",(115-69),0,12.64,11260,4
2019,2019,6,3,상봉동,102-57,"17,250",상봉타워,0,18.546,11260,11
2019,2019,6,3,상봉동,102-57,"14,000",상봉타워,0,15.309,11260,7
2019,2019,6,3,상봉동,102-57,"14,500",상봉타워,0,15.309,11260,8
2019,2019,6,3,상봉동,102-57,"15,000",상봉타워,0,15.525,11260,15
2019,2019,6,3,상봉동,102-57,"14,500",상봉타워,0,15.309,11260,11
2011,2019,6,3,상봉동,130-137,"8,000",씨티빌,0,13.17,11260,6
1991,2019,6,3,상봉동,252-9,"7,500",제일빌라1동,0,35.73,11260,2
2013,2019,6,4,상봉동,130-151,"6,000",서린빌,0,16.05,11260,5
2005,2019,6,5,상봉동,207-24,"12,300",(207-24),40,63.32,11260,2
2019,2019,6,5,상봉동,85-23,"13,000",(85-23),5,25.13,11260,6
2012,2019,6,5,상봉동,113-28,"10,000",우영시티,0,13.065,11260,8
2005,2019,6,5,상봉동,207-24,"12,300",(207-24),0,63.32,11260,2
2019,2019,6,5,상봉동,85-23,"13,000",(85-23),5,25.13,11260,6
2002,2019,6,5,상봉동,121-32,"5,000",(121-32),50,59.43,11260,2
2008,2019,6,6,상봉동,271-5,"25,000",은송대성아트빌,0,53.46,11260,2
2011,2019,6,6,상봉동,130-66,"8,000",뉴팰리스빌,0,13.74,11260,6
2015,2019,6,6,상봉동,124-73,"21,500",(124-73),0,39.33,11260,5
2011,2019,6,7,상봉동,130-66,"8,000",뉴팰리스빌,0,17.84,11260,6
2018,2019,6,10,상봉동,308-21,"1,578","시온빌라트(301동,302동)",43,57.7,11260,5
2019,2019,6,10,상봉동,502,"28,000",동원데자뷰,0,55.93,11260,3
1992,2019,6,10,상봉동,88-118,"1,000",송원빌라,40,38.22,11260,3
2019,2019,6,10,상봉동,502,"28,000",동원데자뷰,0,55.93,11260,3
2019,2019,6,11,상봉동,502,"20,000",동원데자뷰,0,26.67,11260,4
2018,2019,6,11,상봉동,87-7,"20,000",상봉팰리스,0,25.75,11260,8
2018,2019,6,11,상봉동,87-7,"20,000",상봉팰리스,0,25.75,11260,8
2018,2019,6,11,상봉동,87-7,"20,000",상봉팰리스,0,25.75,11260,8
2019,2019,6,12,상봉동,85-23,"20,000",(85-23),0,28.19,11260,5
2014,2019,6,12,상봉동,120-60,"17,500",미래하이츠2차,0,29.94,11260,3
2018,2019,6,12,상봉동,113-13,"3,000",상봉다온파크(113-13),40,10.85,11260,7
2019,2019,6,13,상봉동,502,"30,000",동원데자뷰,0,55.93,11260,6
2019,2019,6,13,상봉동,502,"30,000",동원데자뷰,0,55.53,11260,5
2019,2019,6,13,상봉동,502,"30,000",동원데자뷰,0,55.53,11260,5
1978,2019,6,13,상봉동,50-49,"13,000",상봉연립,0,65.19,11260,1
2018,2019,6,13,상봉동,104-49,"13,500",마제스티,0,17.52,11260,8
2019,2019,6,13,상봉동,502,"30,000",동원데자뷰,0,55.53,11260,5
2019,2019,6,13,상봉동,502,"30,000",동원데자뷰,0,55.93,11260,6
2019,2019,6,14,상봉동,103-13,"3,000",늘푸름빌,70,21.78,11260,5
2018,2019,6,14,상봉동,104-70,"18,000",메이저오피스텔,0,18.7,11260,7
2019,2019,6,15,상봉동,502,"12,000",동원데자뷰,60,55.93,11260,3
2019,2019,6,16,상봉동,502,"30,000",동원데자뷰,0,55.93,11260,4
2019,2019,6,17,상봉동,103-14,"18,000",블레싱빌,0,27.19,11260,6
2013,2019,6,18,상봉동,190-212,"7,000",세종에코그린(190-212),30,26.08,11260,4
2013,2019,6,18,상봉동,113-11,"8,000",W타워,0,12.02,11260,4
2019,2019,6,18,상봉동,103-2,"25,000",루체빌,0,27.56,11260,9
2011,2019,6,19,상봉동,130-137,"8,900",씨티빌,0,13.23,11260,4
2011,2019,6,19,상봉동,130-66,"9,000",뉴팰리스빌,0,16.05,11260,7
2012,2019,6,19,상봉동,129-50,"22,000",크리스탈하우스,0,56.84,11260,3
2019,2019,6,19,상봉동,502,"5,000",동원데자뷰,80,55.93,11260,5
2017,2019,6,20,상봉동,103-12,"10,000",대신하우스,0,27.26,11260,7
2017,2019,6,20,상봉동,103-12,"9,000",대신하우스,0,29.12,11260,5
2018,2019,6,21,상봉동,308-23,"1,569",시온빌라트(501동),43,57.55,11260,2
2018,2019,6,21,상봉동,308-22,"6,270",시온빌라트(401동),19,57.45,11260,2
1995,2019,6,22,상봉동,315-1,"10,000",임창빌라다동,20,35.34,11260,3
2019,2019,6,22,상봉동,105-16,"14,000",대영리치빌(105-16),0,21.6,11260,5
2019,2019,6,23,상봉동,502,"20,000",동원데자뷰,0,26.67,11260,4
2002,2019,6,24,상봉동,113-31,"1,500",인덕하이츠빌,0,35.5,11260,3
2019,2019,6,24,상봉동,107-59,"20,000",이레59,0,29.76,11260,5
2019,2019,6,24,상봉동,107-59,"20,000",이레59,0,29.76,11260,5
2018,2019,6,25,상봉동,190-45,"23,000",리더스타운,0,29.22,11260,2
2019,2019,6,26,상봉동,107-59,"21,000",이레59,0,29.76,11260,5
2016,2019,6,26,상봉동,253-1,"25,000",삼성펠리체,0,40.62,11260,3
2016,2019,6,26,상봉동,253-1,"26,000",삼성펠리체,0,44.2,11260,3
2015,2019,6,27,상봉동,190-199,"4,092",세렌디피아(190-199),0,26.88,11260,2
2018,2019,6,28,상봉동,85-2,"14,000",해피뜨래(85-2),0,18.68,11260,4
2019,2019,6,29,상봉동,85-23,"20,000",(85-23),0,28.19,11260,6
2019,2019,6,29,상봉동,107-59,"21,000",이레59,0,29.76,11260,7
2017,2019,6,29,상봉동,126-51,"3,000",황금하우스,67,29.98,11260,5
2017,2019,6,1,중화동,324-142,"17,500",용마산홈타운12차,0,29.61,11260,2
2003,2019,6,3,중화동,329-152,"15,000",경수빌라A동,0,44.66,11260,5
2019,2019,6,3,중화동,273-5,"22,500",대고샤인빌(273-5),0,28.17,11260,5
2016,2019,6,4,중화동,329-16,"2,000",조은빌,80,32.66,11260,4
1997,2019,6,6,중화동,413-55,700,성우그린맨숀(A동),50,39.95,11260,4
2017,2019,6,7,중화동,324-142,"17,500",용마산홈타운12차,0,29.61,11260,2
1977,2019,6,7,중화동,309-30,"10,000",제일연립A동,0,47.41,11260,2
2019,2019,6,7,중화동,297-9,"2,000",미래데시앙,65,29.7,11260,5
2016,2019,6,8,중화동,273-38,"18,500",행복자리,0,54.36,11260,2
2002,2019,6,8,중화동,28-3,"3,000",석영베스트빌,60,50.28,11260,3
2017,2019,6,10,중화동,307-68,"25,000",(307-68),0,57.96,11260,4
2019,2019,6,12,중화동,329-25,"21,000",해피리움빌,0,29.33,11260,4
1991,2019,6,13,중화동,330-112,"9,000",행운빌라,0,40.5,11260,3
2003,2019,6,13,중화동,301-19,"18,000",세종샤인빌,0,55.56,11260,4
2017,2019,6,14,중화동,324-142,"18,000",용마산홈타운12차,0,29.61,11260,4
1975,2019,6,17,중화동,326-101,300,(326-101),30,36.56,11260,2
2014,2019,6,18,중화동,148-67,"19,000",(148-67),0,41.86,11260,2
2017,2019,6,18,중화동,326-105,"13,000",세종에코그린,35,59.28,11260,3
2017,2019,6,19,중화동,324-142,"18,000",용마산홈타운12차,0,29.61,11260,3
1993,2019,6,20,중화동,319-34,"9,000",소산하이츠맨션2차,0,41.33,11260,1
2017,2019,6,20,중화동,332-39,"16,000",신우리빌,0,29.83,11260,3
2017,2019,6,20,중화동,330-94,"15,000",오렌지빌,0,28.07,11260,6
1993,2019,6,20,중화동,319-34,"9,000",소산하이츠맨션2차,0,41.33,11260,1
2015,2019,6,20,중화동,320-102,"15,000",토토세인하우스,0,28.49,11260,3
2014,2019,6,21,중화동,319-1,"11,000",(319-1),0,26.6,11260,5
2015,2019,6,22,중화동,323-17,"21,000","성우스타팰리스(103,104동)",0,41.67,11260,4
2015,2019,6,22,중화동,323-17,"21,000","성우스타팰리스(103,104동)",0,41.67,11260,4
2017,2019,6,24,중화동,305-10,"16,800",금송힐스빌,0,28.62,11260,5
1982,2019,6,24,중화동,287-1,"9,000",삼흥연립,50,103.16,11260,3
1982,2019,6,24,중화동,287-1,"9,000",삼흥연립,50,103.16,11260,3
2002,2019,6,25,중화동,110-70,"7,000",엘로우빌,0,26.63,11260,1
2017,2019,6,26,중화동,305-10,"18,000",금송힐스빌,0,29.37,11260,4
1995,2019,6,26,중화동,314-60,"3,000",우성빌라트,45,71.04,11260,-1
1989,2019,6,26,중화동,18-2,"12,000",장미빌라타운,0,47.34,11260,2
2017,2019,6,28,중화동,299-102,"19,000",세종에코그린(299-102),0,43.02,11260,2
2015,2019,6,29,중화동,327-102,"16,000",세종에코그린(327-102),0,48.91,11260,3
2003,2019,6,29,중화동,289-12,"16,500",중화주택,0,67.69,11260,3
2014,2019,6,29,중화동,455,"25,000",성우스타팰리스,0,47.32,11260,4
2017,2019,6,2,묵동,245-58,"19,000",창우이지스,0,29.05,11260,6
2012,2019,6,3,묵동,171-29,"2,000",(171-29),40,15.47,11260,4
2003,2019,6,4,묵동,122-279,"17,500",덕산타운B동,0,58.34,11260,4
2014,2019,6,5,묵동,181-30,"17,000",세종에코그린(181-30),5,41.66,11260,2
2014,2019,6,5,묵동,394,"24,000",금강리버파크,0,53.22,11260,2
1982,2019,6,5,묵동,142,"20,000",장미,0,72.59,11260,1
2014,2019,6,5,묵동,171-17,"5,500",어울림,0,12.66,11260,5
2008,2019,6,5,묵동,182-16,"23,000",구당쉐르빌,0,74.29,11260,2
2003,2019,6,6,묵동,112-1,"21,000",삼성쉐르빌(112-1),0,63.77,11260,4
1980,2019,6,6,묵동,114-5,"3,000",먹골연립,70,52.46,11260,2
2003,2019,6,6,묵동,112-1,"21,000",삼성쉐르빌(112-1),0,63.77,11260,4
2002,2019,6,6,묵동,157-25,"19,000",삼호그린빌,0,72.63,11260,3
2003,2019,6,7,묵동,233-84,"21,000",대성쉐르빌(233-84),0,70.77,11260,2
2010,2019,6,8,묵동,239-11,"8,400",은진하우스빌,0,18.63,11260,3
2010,2019,6,8,묵동,239-11,"8,400",은진하우스빌,0,18.63,11260,3
2017,2019,6,9,묵동,239-84,"18,000",동원프라우드2차,0,27.585,11260,6
2001,2019,6,10,묵동,122-154,"18,000",세종아트빌,0,65.38,11260,2
2017,2019,6,10,묵동,163-18,"18,000",(163-18),0,29.54,11260,9
2016,2019,6,10,묵동,233-77,"21,000",세움하우스,0,32.145,11260,4
2019,2019,6,10,묵동,177-9,"3,000",구산빌라,73,28.89,11260,5
2010,2019,6,11,묵동,202-15,500,MAIBAUM,45,12.4,11260,4
2012,2019,6,11,묵동,122-197,"9,000",(122-197),30,38.67,11260,5
2019,2019,6,11,묵동,122-50,"19,000",세종파인힐,0,29.44,11260,4
2013,2019,6,11,묵동,121-95,"8,000",풍원빌,0,15.84,11260,2
2017,2019,6,12,묵동,236-72,"18,000",MH파크빌,0,29.4,11260,5
2017,2019,6,13,묵동,171-26,"17,000",(171-26),0,29.26,11260,6
2016,2019,6,15,묵동,237-166,"16,000",현진월드빌B동,0,30.01,11260,2
2012,2019,6,15,묵동,245-88,"7,000",성우,0,13.54,11260,6
2012,2019,6,15,묵동,243-110,"5,000",애플하우스,38,41.02,11260,3
2003,2019,6,19,묵동,233-6,"6,800",(233-6),0,20.4,11260,3
2019,2019,6,19,묵동,122-50,"12,000",세종파인힐,35,29.64,11260,3
2019,2019,6,19,묵동,122-50,"12,000",세종파인힐,35,29.64,11260,3
2013,2019,6,20,묵동,179-7,500,스토리하우스,37,14.34,11260,4
2010,2019,6,22,묵동,202-15,"1,000",MAIBAUM,42,12.81,11260,2
2011,2019,6,26,묵동,247-113,"25,000",삼호VILL,0,71.615,11260,3
2004,2019,6,28,묵동,122-358,"12,000",태영하이빌,20,37.24,11260,3
2013,2019,6,28,묵동,181-42,"3,000",금강빌라(181-42),50,34.86,11260,2
2004,2019,6,28,묵동,122-358,"12,000",태영하이빌,20,37.24,11260,3
2004,2019,6,28,묵동,122-358,"12,000",태영하이빌,20,37.24,11260,3
2011,2019,6,29,묵동,240-76,"18,500",하이베스트빌,0,46.89,11260,2
2011,2019,6,29,묵동,240-76,"18,500",하이베스트빌,0,46.89,11260,2
2017,2019,6,2,망우동,493-6,"17,000",힐링하우스,0,29.89,11260,2
2014,2019,6,3,망우동,113-6,"18,000",베스트빌(113-6),10,22.86,11260,4
1983,2019,6,6,망우동,178-1,"1,000","염광(1,2,3,4동)",40,68.15,11260,3
2014,2019,6,7,망우동,520-25,"26,000",예가,0,47.3,11260,3
2011,2019,6,8,망우동,418-18,"12,000",(418-18),0,29.54,11260,3
1995,2019,6,8,망우동,152-25,"2,000",(152-25),50,52.7,11260,1
2008,2019,6,11,망우동,462-48,"16,000",조은아트빌,0,53.86,11260,5
1995,2019,6,11,망우동,477-10,"10,000",동남아트빌라,0,33.71,11260,3
1995,2019,6,11,망우동,477-10,"1,700",동남아트빌라,0,33.71,11260,3
2012,2019,6,12,망우동,351-9,0,헤리티지,20,49.02,11260,2
1992,2019,6,14,망우동,422-1,"14,500",원광빌라,0,54.21,11260,2
2016,2019,6,14,망우동,514-16,"19,000",용마홈타운,0,24.91,11260,7
2013,2019,6,15,망우동,432-71,"2,000",(432-71),45,26.45,11260,5
2005,2019,6,17,망우동,492-4,"20,000",혜원쉐르빌,0,52.03,11260,2
1988,2019,6,17,망우동,137-1,"10,000",현대빌라,0,54.99,11260,1
2003,2019,6,17,망우동,405-1,"15,000",삼우빌라5차,0,52.72,11260,4
2016,2019,6,20,망우동,470-3,"18,000",(470-3),0,29.92,11260,3
2009,2019,6,21,망우동,403-10,"8,000",망우동드림스페이스,0,29.97,11260,2
2014,2019,6,21,망우동,515-12,"16,000",그랑아트빌,0,29.11,11260,2
2014,2019,6,24,망우동,354-42,"16,000",(354-42),0,52.79,11260,3
2019,2019,6,24,망우동,442-26,"18,500",명문아트빌,0,29.82,11260,5
2012,2019,6,25,망우동,467-23,"9,000",(467-23),10,28.385,11260,2
2010,2019,6,26,망우동,232-2,"7,000",송원그린빌(232-2),0,28.67,11260,4
2013,2019,6,29,망우동,411-2,"12,000",에벤에셀타운,0,28.68,11260,5
2017,2019,6,30,망우동,493-6,500,힐링하우스,45,28.2,11260,4
2016,2019,6,5,신내동,455-4,"29,500",성우스타팰리스(455-4),0,52.32,11260,2
1997,2019,6,10,신내동,391-4,"7,000",청기와타운,0,69.57,11260,5
2018,2019,6,18,신내동,494-96,"15,000",예일빌리지,0,26.57,11260,5
2019,2019,6,27,신내동,493-3,"27,000",신내미성,0,56.385,11260,3
2016,2019,6,27,신내동,455-4,"29,500",성우스타팰리스(455-4),0,52.32,11260,2
2016,2019,6,27,신내동,455-4,"29,500",성우스타팰리스(455-4),0,52.32,11260,2
1995,2019,7,1,면목동,449-2,"1,000",무궁화빌라,35,58.52,11260,1
2017,2019,7,1,면목동,1343-40,"17,500",(1343-40),0,29.36,11260,3
2012,2019,7,1,면목동,389-10,"21,000",현대주택,0,51.09,11260,4
2012,2019,7,1,면목동,179-25,"22,000",삼호캐스빌,0,54.73,11260,6
2019,2019,7,1,면목동,653-3,"25,000",산들마을,0,32.46,11260,2
2017,2019,7,1,면목동,1343-40,"17,500",(1343-40),0,29.36,11260,3
2017,2019,7,1,면목동,90-25,"20,000",위너빌(90-25),0,27.37,11260,7
2013,2019,7,2,면목동,185-107,"21,000",청원쉐르빌,0,29.56,11260,4
2017,2019,7,2,면목동,90-25,"20,000",위너빌(90-25),0,29.64,11260,5
2018,2019,7,2,면목동,1119,"18,000",에덴빌15차,0,26.43,11260,3
2012,2019,7,2,면목동,1163-3,"4,000",이오하우스,10,15.3,11260,5
2016,2019,7,3,면목동,127-4,"24,000",해온누리,32,34.51,11260,3
2016,2019,7,3,면목동,127-4,"24,000",해온누리,0,34.51,11260,3
2019,2019,7,3,면목동,651-43,"23,000",해피뜨래,0,25.5,11260,6
2019,2019,7,3,면목동,459-3,"23,500",런던빌,0,23.96,11260,7
1986,2019,7,4,면목동,33-9,500,복지빌라,45,49.95,11260,-1
2019,2019,7,5,면목동,1271-1,"18,000",미래하우스빌,0,29.86,11260,2
2010,2019,7,5,면목동,143-70,"22,000",청운하이츠,0,57.14,11260,2
2010,2019,7,5,면목동,143-70,"22,000",청운하이츠,0,57.14,11260,2
1993,2019,7,6,면목동,381-77,"22,000",보원빌라,0,79.34,11260,2
2016,2019,7,6,면목동,139-39,"24,000",유일빌리지,0,42.77,11260,2
1994,2019,7,8,면목동,1175,"1,000",(1175-0),25,40.68,11260,-1
1991,2019,7,8,면목동,527-264,"6,000",새로나빌라,0,31.88,11260,-1
2003,2019,7,8,면목동,347-42,"15,000",소라스위트빌,0,62.4,11260,3
2002,2019,7,8,면목동,618-5,"23,000",성진타운,0,60.42,11260,5
2019,2019,7,8,면목동,502-21,"3,000",리움(502-21),70,29.88,11260,4
2019,2019,7,8,면목동,502-21,"21,500",리움(502-21),0,29.88,11260,2
2002,2019,7,8,면목동,139-8,"13,000",승일리빙하우스,0,37.57,11260,2
2013,2019,7,8,면목동,175-102,"12,500",엔젤하우스A동,0,24.25,11260,4
1995,2019,7,9,면목동,573-38,"4,000",삼우빌라(B),30,53.93,11260,-1
1997,2019,7,9,면목동,628-37,"10,000",뉴-월드빌라,0,49.27,11260,2
2015,2019,7,9,면목동,65-43,"26,000",을해파크빌,0,44.555,11260,5
2019,2019,7,9,면목동,604-2,"30,000",플러스빌(604-2),0,53.87,11260,6
2019,2019,7,9,면목동,604-2,"30,000",플러스빌(604-2),0,53.87,11260,6
2015,2019,7,9,면목동,1343-22,"21,000",(1343-22),0,31.09,11260,4
2008,2019,7,9,면목동,69-113,"17,000",동남빌라,0,57.76,11260,2
1979,2019,7,9,면목동,1380,"6,000",(1380-0),20,39.6,11260,1
1993,2019,7,10,면목동,345-35,"5,000",광명빌라,20,57.61,11260,-1
2014,2019,7,10,면목동,472-45,"19,000",영진빌,0,46.04,11260,2
2014,2019,7,10,면목동,472-45,"19,000",영진빌,0,46.04,11260,2
2013,2019,7,11,면목동,458-10,"4,500",미소빌리지(8차),80,43.91,11260,5
1991,2019,7,11,면목동,1092-14,"13,000",(1092-14),0,44.58,11260,1
2011,2019,7,11,면목동,542-2,"15,000",미소빌리지,0,29.88,11260,3
2018,2019,7,11,면목동,446-18,"19,000",세원그린빌,0,29.73,11260,2
2018,2019,7,11,면목동,1540,"21,500",1540,0,29.95,11260,3
2019,2019,7,12,면목동,647-5,"25,500",(647-5),0,26.12,11260,6
2017,2019,7,12,면목동,74-45,"24,000",동원타운(74-45),0,48.318,11260,5
2016,2019,7,12,면목동,155-33,"14,000",동일스카이씨티빌(102동),0,29.56,11260,2
2007,2019,7,12,면목동,596-35,"10,000",해성홈하우스,0,16.955,11260,4
2016,2019,7,13,면목동,597-35,"19,500",성준럭스빌2,0,29.52,11260,5
2012,2019,7,13,면목동,96-4,"14,000",브라운캐슬,0,23.58,11260,2
2017,2019,7,13,면목동,1538,"17,500",주함해븐빌,0,24.39,11260,5
1996,2019,7,13,면목동,173-164,"16,000",은하빌라,0,50.35,11260,2
1996,2019,7,13,면목동,173-164,"16,000",은하빌라,0,50.35,11260,2
2003,2019,7,13,면목동,172-133,"6,500",(172-133),20,40.42,11260,4
2003,2019,7,13,면목동,172-133,"6,500",(172-133),20,40.42,11260,4
1982,2019,7,13,면목동,648-5,"13,000",성진주택,0,85.95,11260,3
2019,2019,7,13,면목동,371-125,"17,000",현진타워,0,17.94,11260,3
2015,2019,7,15,면목동,153-18,"17,000",(153-18),0,27.5,11260,2
2017,2019,7,15,면목동,74-45,"24,000",동원타운(74-45),0,48.318,11260,5
2013,2019,7,15,면목동,365-29,"8,000",카르페디엠,0,24.31,11260,5
2017,2019,7,15,면목동,74-45,"24,000",동원타운(74-45),0,48.318,11260,5
2013,2019,7,15,면목동,92-12,100,미래하이츠(92-12),15,38.8,11260,2
2002,2019,7,15,면목동,141-2,"16,000",로즈힐빌라트,0,57,11260,3
1988,2019,7,15,면목동,455-5,500,(455-5),40,43.2,11260,-1
2018,2019,7,16,면목동,2-51,"15,000",(2-51),0,39.36,11260,2
2006,2019,7,16,면목동,109-80,"22,000",성도아트빌7차,0,62.64,11260,2
2011,2019,7,16,면목동,595-52,"4,000",(595-52),25,15.76,11260,4
2008,2019,7,17,면목동,136-33,"5,000",하민빌라,35,38.22,11260,3
2008,2019,7,17,면목동,136-33,"5,000",하민빌라,35,38.22,11260,3
2008,2019,7,17,면목동,136-33,"5,000",하민빌라,6,38.22,11260,3
2019,2019,7,17,면목동,1271-1,"13,000",미래하우스빌,0,19.24,11260,3
2016,2019,7,17,면목동,179-69,"5,000",스타하우스3,60,41.79,11260,6
2016,2019,7,17,면목동,174-98,"22,000",우성쉐르빌,0,40.02,11260,4
2014,2019,7,18,면목동,453-4,"21,000",더빌,0,38.96,11260,3
2019,2019,7,18,면목동,71-4,"21,500",벨라캐슬,0,29.625,11260,3
2019,2019,7,18,면목동,3-42,"24,000",누리마루,0,49.81,11260,2
2017,2019,7,19,면목동,529-1,"19,500",강남그레이스빌,0,26.4,11260,6
2015,2019,7,19,면목동,111-4,"14,500",동영하우스,0,28.46,11260,2
2012,2019,7,19,면목동,550-32,"2,000","브라운하우스(A동,B동)",47,20.43,11260,5
1996,2019,7,20,면목동,90-61,"17,000",성진빌라,0,57.35,11260,3
2018,2019,7,20,면목동,1119,"18,000",에덴빌15차,0,26.43,11260,2
2011,2019,7,21,면목동,66-82,"15,000",해오름빌리지,0,37.96,11260,4
2019,2019,7,22,면목동,1271-1,"18,500",미래하우스빌,0,29.86,11260,3
1997,2019,7,22,면목동,172-28,"14,000",건영빌라트,0,59.08,11260,1
2016,2019,7,23,면목동,143-66,"21,000",제니스빌8차,0,31.11,11260,4
2017,2019,7,23,면목동,449-14,"2,000",아름드리,70,27.03,11260,4
2017,2019,7,24,면목동,527-224,"2,000",휴먼빌A동,70,39.06,11260,5
2017,2019,7,24,면목동,592-5,"2,000",스타밸리,70,29.99,11260,5
1991,2019,7,24,면목동,532-102,"12,000",진성빌라,0,26.91,11260,4
1997,2019,7,24,면목동,172-28,"15,000",건영빌라트,0,70.16,11260,3
2010,2019,7,24,면목동,453-57,"20,000",청솔하이빌B동(453-57),0,47.62,11260,4
1991,2019,7,25,면목동,180-40,"1,000",(180-40),50,21.9,11260,1
2011,2019,7,25,면목동,623-31,"9,000",라임하우스,10,24.78,11260,1
2012,2019,7,25,면목동,454-3,"16,000",킴스빌,0,29.87,11260,4
2018,2019,7,25,면목동,148-6,"18,500",로민하우스,0,29.11,11260,3
2018,2019,7,26,면목동,616-33,"14,000",행운빌딩,0,18.2,11260,6
2007,2019,7,26,면목동,136-32,"13,000",현성빌2차,0,37.67,11260,3
2018,2019,7,26,면목동,616-33,"11,000",행운빌딩,0,11.55,11260,6
2015,2019,7,27,면목동,467-36,"5,000",산토리스,80,50.61,11260,3
2016,2019,7,27,면목동,542-6,"24,000",해마루,0,31.83,11260,3
2011,2019,7,28,면목동,69-26,"5,000",69-26,45,38.02,11260,5
2010,2019,7,29,면목동,410-51,"3,000",410-51,30,64.7,11260,2
2009,2019,7,29,면목동,14-4,"23,000",자스민캐슬,0,66.7,11260,3
2009,2019,7,29,면목동,14-4,"23,000",자스민캐슬,0,66.7,11260,3
2002,2019,7,29,면목동,145-19,"9,000",덕산맨션,35,46,11260,4
2002,2019,7,29,면목동,145-19,"9,000",덕산맨션,0,46,11260,4
2019,2019,7,29,면목동,56-2,"14,000",이안애B동,0,31.12,11260,4
2019,2019,7,29,면목동,56-2,"14,000",이안애B동,0,31.12,11260,4
2019,2019,7,29,면목동,56-2,"12,000",이안애B동,0,28.42,11260,3
2002,2019,7,30,면목동,624-6,"19,000",미래베스트빌,0,57.75,11260,1
2013,2019,7,30,면목동,1167-3,"6,000",(1167-3),0,16.45,11260,2
2011,2019,7,1,상봉동,130-137,"9,000",씨티빌,0,13.23,11260,6
2002,2019,7,1,상봉동,113-5,"25,000",상봉아트빌,0,53.25,11260,4
2018,2019,7,1,상봉동,308-21,"6,052","시온빌라트(301동,302동)",19,55.05,11260,3
2001,2019,7,2,상봉동,110-50,"20,000",삼성빌라,0,61.67,11260,3
2002,2019,7,2,상봉동,113-9,"17,500",인덕하이츠101동,0,46.14,11260,5
2002,2019,7,2,상봉동,122-1,"8,000",동신하이츠,30,60.42,11260,3
2019,2019,7,3,상봉동,116-17,"14,500",로젠하임,0,14.7,11260,7
2005,2019,7,6,상봉동,105-24,"10,000",한솔빌라트,0,27.04,11260,2
2016,2019,7,6,상봉동,130-101,"12,000",스카이하우스(130-101),25,27.05,11260,6
2002,2019,7,6,상봉동,113-31,"10,000",인덕하이츠빌,0,27.1,11260,5
2018,2019,7,7,상봉동,87-35,"19,000",세움스카이빌,0,24.78,11260,5
2018,2019,7,7,상봉동,113-13,"3,000",상봉다온파크(113-13),40,11.2,11260,10
2011,2019,7,8,상봉동,130-137,"8,000",씨티빌,0,13.05,11260,7
2012,2019,7,8,상봉동,130-141,"14,000",그린빌,0,32.99,11260,6
2018,2019,7,8,상봉동,104-71,"23,000",동일스카이씨티101,0,29.84,11260,5
2019,2019,7,8,상봉동,124-76,"15,000",센츄럴빌,0,32.15,11260,3
2017,2019,7,8,상봉동,136-90,"12,000",마제스티,0,25.72,11260,3
2016,2019,7,9,상봉동,253-1,"26,000",삼성펠리체,0,44.2,11260,4
2017,2019,7,9,상봉동,251-2,"19,000",봄봄파크빌,0,28.22,11260,3
2019,2019,7,9,상봉동,116-17,"14,000",로젠하임,0,13.76,11260,8
2017,2019,7,9,상봉동,251-2,"19,000",봄봄파크빌,0,28.22,11260,3
2018,2019,7,10,상봉동,308-23,"6,269",시온빌라트(501동),19,57.55,11260,4
2019,2019,7,10,상봉동,103-13,"10,000",늘푸름빌,35,21.78,11260,4
2019,2019,7,11,상봉동,107-59,"21,000",이레59,0,29.76,11260,6
2018,2019,7,11,상봉동,87-7,"21,500",상봉팰리스,0,25.75,11260,9
2019,2019,7,12,상봉동,108-3,"1,000",대성타워,60,15.255,11260,4
1994,2019,7,13,상봉동,127-11,"9,000",양우빌라타운가동,30,57.18,11260,2
2012,2019,7,13,상봉동,128-77,700,(128-77),26,13.06,11260,5
1994,2019,7,13,상봉동,127-11,"9,000",양우빌라타운가동,30,57.18,11260,2
2002,2019,7,13,상봉동,231-1,"11,000",풍산쉐르빌105동,35,49.08,11260,3
2012,2019,7,13,상봉동,128-77,"1,300",(128-77),20,13.06,11260,5
2019,2019,7,13,상봉동,109-11,"22,000",네스트빌,0,29.99,11260,6
